,municipality,total_sunshine_h,mean_sunshine_h,windspeed_mean_kmh,total_precipitation_mm,mean_precipitation_mm,windy_days,rainy_days,sunny_days,warm_days,quarter_num,quarter_ord,avg_income,people/km2,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,5 - 9,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 ou mais,Menos de 5,cinema,college,courthouse,fire_station,hospital,kindergarten,library,mall,museum,pharmacy,police,post_office,school,station,theatre,university,log_price_sqm
2409,Vila Real de Santo António,770.0533666666666,8.556148518518519,11.187777777777775,156.6,1.74,0,32,71,0,1,10,1092.3,312.7,989.0,1023.0,972.0,899.0,917.0,1064.0,1284.0,1423.0,845.0,1343.0,1240.0,1371.0,1427.0,1359.0,1000.0,666.0,600.0,733.0,2.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,10.0,8.0,5.0,21.0,6.0,3.0,0.0,7.545389749611823
2410,Angra do Heroísmo,629.2153583333334,6.99128175925926,14.483333333333333,398.4,4.426666666666667,2,79,47,0,1,10,1186.7,141.9,1675.0,1804.0,1917.0,1929.0,2047.0,2468.0,2520.0,2635.0,1409.0,2505.0,2474.0,2407.0,2051.0,1732.0,1270.0,832.0,814.0,1422.0,1.0,0.0,1.0,5.0,1.0,4.0,2.0,2.0,14.0,11.0,5.0,3.0,42.0,1.0,4.0,1.0,6.744059186311348
2414,Lagoa,1581.4860277777775,8.78603348765432,12.678888888888888,275.8,1.5322222222222224,0,62,152,0,1,10,1167.6,277.7,1201.0,1304.0,1301.0,1158.0,1296.0,1467.0,1522.0,1919.0,1083.0,1801.0,1826.0,1746.0,1670.0,1555.0,1140.0,714.0,718.0,1085.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0,1.0,2.0,11.0,2.0,3.0,15.0,5.0,2.0,0.0,6.922643891475888
2415,Lagoa,1581.4860277777775,8.78603348765432,12.678888888888888,275.8,1.5322222222222224,0,62,152,0,1,10,1074.5,277.7,1201.0,1304.0,1301.0,1158.0,1296.0,1467.0,1522.0,1919.0,1083.0,1801.0,1826.0,1746.0,1670.0,1555.0,1140.0,714.0,718.0,1085.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0,1.0,2.0,11.0,2.0,3.0,15.0,5.0,2.0,0.0,6.922643891475888
2419,Ponta Delgada,716.7759583333334,7.964177314814815,19.441111111111116,226.5,2.5166666666666666,9,51,60,0,1,10,1255.3,293.5,3595.0,3881.0,4207.0,4375.0,4470.0,5005.0,5628.0,5832.0,3105.0,4996.0,4829.0,4615.0,3474.0,2791.0,2091.0,1217.0,1135.0,3134.0,1.0,1.0,1.0,3.0,2.0,6.0,5.0,3.0,11.0,17.0,6.0,7.0,55.0,1.0,5.0,1.0,7.1631723908466425
2420,Povoação,700.0401,7.778223333333334,17.98777777777778,431.7,4.796666666666667,5,65,57,0,1,10,1059.8,55.3,300.0,341.0,402.0,342.0,359.0,391.0,422.0,457.0,247.0,447.0,484.0,430.0,306.0,295.0,173.0,127.0,142.0,217.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,3.0,11.0,0.0,1.0,0.0,6.566672429803241
2421,Ribeira Grande,694.8779833333333,7.720866481481481,13.755555555555556,350.1,3.89,0,80,57,0,1,10,1094.4,177.9,2276.0,2253.0,2259.0,2081.0,2211.0,2428.0,2759.0,2657.0,1847.0,2115.0,1984.0,1780.0,1303.0,909.0,581.0,384.0,425.0,1789.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,12.0,6.0,4.0,3.0,23.0,1.0,2.0,0.0,6.739336627357174
2422,Santa Cruz da Graciosa,658.2181638888889,7.313535154320987,19.486666666666665,266.3,2.958888888888889,12,71,49,0,1,10,1094.5,67.8,227.0,195.0,246.0,205.0,244.0,265.0,310.0,295.0,182.0,269.0,283.0,319.0,249.0,210.0,160.0,129.0,134.0,190.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,5.0,1.0,1.0,0.0,5.5134287461649825
2423,São Roque do Pico,691.8852111111111,7.687613456790123,14.417777777777776,414.5,4.605555555555555,5,73,59,0,1,10,1133.0,23.6,146.0,136.0,148.0,164.0,245.0,253.0,252.0,270.0,150.0,232.0,276.0,232.0,214.0,195.0,126.0,74.0,114.0,131.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,6.790097235513905
2424,Velas,674.6049138888889,7.495610154320987,23.47,214.7,2.3855555555555554,20,61,56,0,1,10,1046.0,42.2,246.0,225.0,261.0,260.0,274.0,316.0,404.0,418.0,197.0,376.0,370.0,381.0,314.0,260.0,160.0,168.0,137.0,184.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,5.0,1.0,0.0,0.0,6.210600077024653
2425,Vila da Praia da Vitória,609.3394861111111,6.770438734567901,15.173333333333332,414.4,4.604444444444444,3,79,42,0,1,10,1158.8,122.0,944.0,996.0,1063.0,1119.0,1206.0,1418.0,1552.0,1471.0,911.0,1369.0,1506.0,1516.0,1278.0,1003.0,670.0,454.0,352.0,840.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,4.0,3.0,7.0,2.0,20.0,0.0,4.0,0.0,6.6039438246004725
2426,Vila do Porto,695.8362111111111,7.731513456790124,29.47888888888889,197.5,2.1944444444444446,48,62,53,0,1,10,2051.3,56.9,297.0,309.0,356.0,330.0,336.0,359.0,439.0,422.0,262.0,388.0,400.0,404.0,330.0,247.0,158.0,120.0,117.0,235.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,10.0,1.0,0.0,0.0,6.601230118728877
2427,Vila Franca do Campo,702.4590361111111,7.805100401234568,19.09111111111111,378.9,4.21,8,62,58,0,1,10,958.1,133.2,592.0,632.0,667.0,710.0,676.0,722.0,761.0,851.0,484.0,813.0,750.0,680.0,550.0,436.0,303.0,167.0,170.0,424.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,2.0,1.0,3.0,5.0,4.0,1.0,0.0,6.720220155135295
2430,Câmara de Lobos,779.5242388888889,8.661380432098765,10.412222222222224,266.6,2.9622222222222225,0,64,69,1,1,10,1066.9,621.5,1731.0,2064.0,2312.0,2016.0,1873.0,2081.0,2348.0,2700.0,1493.0,2505.0,2568.0,2120.0,1684.0,1314.0,909.0,653.0,531.0,1520.0,0.0,1.0,0.0,2.0,1.0,4.0,3.0,1.0,2.0,14.0,1.0,7.0,36.0,4.0,1.0,0.0,7.029972911706386
2431,Funchal,779.5242388888889,8.661380432098765,10.412222222222224,266.6,2.9622222222222225,0,64,69,1,1,10,1295.9,1403.9,4818.0,5449.0,5826.0,5351.0,5308.0,6401.0,7393.0,8680.0,4022.0,8404.0,9089.0,8492.0,7130.0,6090.0,4620.0,3110.0,2989.0,3830.0,1.0,1.0,4.0,7.0,5.0,16.0,8.0,28.0,28.0,45.0,12.0,16.0,73.0,7.0,7.0,4.0,7.4949862339505335
2433,Ponta do Sol,797.3824944444444,8.85980549382716,13.239999999999998,216.1,2.401111111111111,5,45,72,5,1,10,955.2,184.6,412.0,525.0,552.0,430.0,427.0,473.0,555.0,715.0,299.0,690.0,689.0,627.0,487.0,458.0,399.0,310.0,208.0,282.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,10.0,0.0,0.0,0.0,7.086737934510577
2434,Porto Moniz,794.6593833333334,8.829548703703704,19.81222222222222,479.5,5.3277777777777775,15,62,70,4,1,10,955.2,30.1,97.0,126.0,132.0,109.0,126.0,135.0,146.0,167.0,73.0,184.0,209.0,203.0,174.0,183.0,152.0,121.0,109.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,4.0,0.0,0.0,6.555356891810665
2437,Santa Cruz,868.4761916666666,9.649735462962962,9.1,157.8,1.7533333333333334,0,54,79,6,1,10,1200.4,535.4,2404.0,2568.0,2455.0,2188.0,2409.0,3012.0,3869.0,4233.0,2062.0,3600.0,3431.0,2812.0,2199.0,1633.0,1180.0,849.0,732.0,1899.0,0.0,0.0,1.0,4.0,1.0,6.0,4.0,13.0,4.0,12.0,6.0,6.0,24.0,4.0,3.0,0.0,7.24422751560335
2438,Santana,923.2749805555555,10.258610895061729,5.5488888888888885,352.5,3.9166666666666665,0,74,79,14,1,10,979.6,67.6,238.0,300.0,345.0,258.0,272.0,322.0,396.0,458.0,213.0,448.0,590.0,544.0,500.0,436.0,358.0,292.0,294.0,193.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,4.0,1.0,4.0,10.0,2.0,3.0,0.0,6.580639137284949
2439,São Vicente,794.4054777777778,8.826727530864199,6.692222222222222,761.3,8.458888888888888,0,79,65,36,1,10,938.8,61.7,202.0,248.0,247.0,247.0,236.0,269.0,302.0,323.0,146.0,340.0,386.0,430.0,397.0,323.0,256.0,200.0,182.0,133.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,4.0,3.0,2.0,1.0,4.0,0.0,1.0,1.0,6.9782137426306985
2440,Arcos de Valdevez,612.7952611111111,6.660818055555556,8.347826086956522,541.1,5.881521739130435,0,47,52,1,4,9,1004.4,46.2,746.0,872.0,924.0,817.0,869.0,1048.0,1187.0,1343.0,627.0,1223.0,1349.0,1647.0,1698.0,1737.0,1506.0,1239.0,1294.0,567.0,1.0,0.0,2.0,3.0,4.0,11.0,4.0,2.0,5.0,10.0,2.0,4.0,15.0,1.0,1.0,0.0,6.453624998892692
2444,Paredes de Coura,608.8843666666667,6.618308333333333,8.782608695652174,483.7,5.2576086956521735,0,46,52,0,4,9,1029.1,62.8,378.0,391.0,369.0,345.0,420.0,523.0,534.0,631.0,289.0,598.0,612.0,616.0,633.0,641.0,541.0,404.0,473.0,285.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,4.0,1.0,1.0,7.0,1.0,0.0,0.0,6.480044561926653
2445,Ponte da Barca,619.0901333333334,6.7292405797101456,8.119565217391305,514.2,5.589130434782609,0,46,54,1,4,9,902.5,60.7,449.0,487.0,571.0,532.0,515.0,574.0,684.0,796.0,382.0,765.0,827.0,811.0,781.0,765.0,674.0,557.0,547.0,333.0,1.0,0.0,2.0,3.0,4.0,11.0,3.0,2.0,7.0,10.0,2.0,3.0,16.0,1.0,1.0,0.0,6.434546518787453
2446,Ponte de Lima,625.4236583333334,6.798083242753624,9.031521739130437,437.3,4.753260869565217,0,46,54,2,4,9,994.7,128.5,1858.0,2219.0,2304.0,2143.0,2010.0,2392.0,2808.0,3265.0,1548.0,3172.0,3030.0,2788.0,2507.0,2358.0,2044.0,1571.0,1680.0,1444.0,0.0,0.0,1.0,2.0,3.0,15.0,2.0,2.0,3.0,13.0,6.0,2.0,39.0,2.0,1.0,2.0,6.947937068614969
2447,Valença,569.7923694444445,6.193395320048309,14.659782608695652,281.0,3.0543478260869565,0,42,29,0,4,9,1034.8,117.8,615.0,617.0,691.0,716.0,755.0,866.0,928.0,1048.0,573.0,949.0,911.0,976.0,914.0,937.0,703.0,571.0,522.0,510.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,1.0,3.0,7.0,6.0,4.0,23.0,5.0,1.0,1.0,6.555356891810665
2448,Viana do Castelo,633.7462222222223,6.888545893719807,13.05,368.5,4.005434782608695,0,46,56,1,4,9,1195.8,269.6,3769.0,4134.0,4452.0,4197.0,4219.0,4980.0,6030.0,6628.0,3409.0,6252.0,6284.0,6552.0,5978.0,5263.0,4306.0,3129.0,3228.0,3196.0,2.0,0.0,2.0,5.0,3.0,20.0,2.0,6.0,7.0,24.0,12.0,4.0,66.0,16.0,1.0,4.0,7.028201432058005
2449,Vila Nova de Cerveira,619.0618888888889,6.728933574879227,10.715217391304348,413.6,4.495652173913044,0,45,52,2,4,9,1152.1,83.0,409.0,441.0,433.0,493.0,482.0,531.0,626.0,693.0,306.0,644.0,579.0,621.0,587.0,625.0,468.0,361.0,373.0,334.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,5.0,2.0,1.0,13.0,3.0,1.0,0.0,6.561030665896573
2450,Amares,629.512275,6.84252472826087,8.302173913043477,463.2,5.034782608695652,0,42,54,0,4,9,1045.0,230.2,931.0,1066.0,1138.0,1027.0,1009.0,1209.0,1346.0,1504.0,740.0,1405.0,1333.0,1298.0,1133.0,1001.0,798.0,584.0,574.0,769.0,0.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,3.0,5.0,2.0,3.0,31.0,0.0,0.0,0.0,6.854354502255021
2451,Barcelos,641.0161861111111,6.967567240338164,10.37391304347826,366.1,3.979347826086957,0,42,56,1,4,9,1033.1,307.8,5663.0,6362.0,7328.0,6801.0,6378.0,6886.0,8466.0,9913.0,4561.0,9329.0,8997.0,7983.0,7036.0,6007.0,4275.0,3108.0,3079.0,4471.0,1.0,0.0,2.0,5.0,3.0,48.0,4.0,9.0,7.0,45.0,5.0,11.0,126.0,17.0,4.0,6.0,6.854354502255021
2452,Braga,640.9092805555556,6.966405223429952,9.055434782608696,363.6,3.9521739130434783,0,42,55,0,4,9,1234.5,1064.7,9788.0,10644.0,11341.0,11476.0,11895.0,13256.0,15201.0,15925.0,8686.0,14718.0,14392.0,12913.0,11098.0,9342.0,6467.0,4600.0,4882.0,8650.0,2.0,2.0,2.0,4.0,9.0,57.0,7.0,22.0,21.0,53.0,10.0,16.0,159.0,11.0,5.0,7.0,7.059617628291383
2453,Esposende,649.3552527777778,7.058209269323672,13.06086956521739,327.1,3.555434782608696,0,41,57,2,4,9,1064.2,374.6,1811.0,1882.0,2033.0,1971.0,1976.0,2316.0,2853.0,2850.0,1576.0,2620.0,2674.0,2390.0,2095.0,1893.0,1379.0,953.0,952.0,1516.0,1.0,1.0,1.0,2.0,4.0,12.0,1.0,1.0,8.0,11.0,3.0,4.0,32.0,1.0,1.0,0.0,7.1204443723924875
2454,Terras de Bouro,625.9152055555555,6.803426147342995,7.570652173913044,466.8,5.073913043478261,0,43,53,1,4,9,994.1,23.0,255.0,337.0,324.0,287.0,265.0,308.0,365.0,435.0,204.0,489.0,511.0,538.0,438.0,465.0,335.0,297.0,326.0,189.0,0.0,0.0,1.0,2.0,3.0,4.0,1.0,0.0,7.0,4.0,2.0,3.0,18.0,1.0,0.0,0.0,6.645090969505644
2455,Vila Verde,633.7101194444444,6.888153472222222,8.321739130434782,381.6,4.147826086956521,0,43,55,1,4,9,950.1,205.3,2284.0,2650.0,2757.0,2559.0,2518.0,2997.0,3482.0,3678.0,1983.0,3405.0,3255.0,3069.0,2724.0,2397.0,1993.0,1521.0,1732.0,1941.0,1.0,0.0,3.0,5.0,6.0,27.0,2.0,4.0,4.0,21.0,6.0,6.0,68.0,1.0,0.0,0.0,6.76849321164863
2456,Cabeceiras de Basto,621.9758694444445,6.760607276570049,10.484782608695651,479.5,5.211956521739131,0,42,50,0,4,9,873.4,64.2,743.0,931.0,895.0,812.0,802.0,893.0,1051.0,1167.0,629.0,1099.0,1219.0,1170.0,1025.0,721.0,657.0,528.0,670.0,518.0,0.0,0.0,1.0,2.0,0.0,6.0,1.0,0.0,8.0,6.0,2.0,2.0,17.0,1.0,0.0,0.0,6.3818160174060985
2457,Fafe,624.6377166666666,6.7895403985507246,10.083695652173914,395.2,4.295652173913044,0,43,52,0,4,9,925.2,220.8,2140.0,2425.0,2754.0,2501.0,2506.0,2878.0,3482.0,3767.0,1817.0,3674.0,3656.0,3650.0,3449.0,2790.0,2118.0,1562.0,1438.0,1759.0,0.0,0.0,1.0,1.0,1.0,15.0,2.0,3.0,7.0,11.0,3.0,3.0,49.0,1.0,1.0,1.0,6.729824070489475
2458,Guimarães,638.2814027777778,6.937841334541063,10.716304347826089,387.5,4.211956521739131,0,43,55,1,4,9,1061.8,649.3,7061.0,7860.0,9212.0,8792.0,8822.0,9771.0,11330.0,12533.0,6206.0,12597.0,12441.0,11356.0,10373.0,8208.0,5726.0,4081.0,3724.0,6395.0,6.0,0.0,7.0,9.0,14.0,61.0,13.0,32.0,25.0,80.0,16.0,27.0,226.0,14.0,9.0,10.0,6.9363427358340495
2459,Mondim de Basto,631.9064638888889,6.868548520531401,8.735869565217392,396.5,4.309782608695652,0,44,53,1,4,9,869.5,37.4,268.0,329.0,346.0,307.0,266.0,298.0,355.0,463.0,200.0,498.0,551.0,506.0,524.0,384.0,367.0,295.0,297.0,176.0,0.0,0.0,0.0,2.0,1.0,5.0,2.0,0.0,4.0,4.0,2.0,1.0,19.0,1.0,0.0,0.0,6.16541785423142
2460,Póvoa de Lanhoso,635.5503027777778,6.908155464975846,9.516304347826088,432.8,4.7043478260869565,0,42,55,1,4,9,920.1,164.2,1085.0,1213.0,1263.0,1173.0,1119.0,1325.0,1481.0,1688.0,847.0,1649.0,1736.0,1736.0,1479.0,1197.0,902.0,661.0,757.0,798.0,0.0,0.0,1.0,2.0,1.0,11.0,1.0,2.0,2.0,5.0,1.0,2.0,18.0,0.0,1.0,1.0,6.71901315438526
2461,Vieira do Minho,616.4360055555555,6.700391364734299,9.282608695652174,558.2,6.067391304347827,0,46,53,0,4,9,897.1,55.4,462.0,536.0,634.0,563.0,509.0,607.0,696.0,823.0,369.0,860.0,943.0,1063.0,935.0,819.0,704.0,517.0,621.0,337.0,0.0,0.0,0.0,2.0,2.0,6.0,1.0,1.0,4.0,6.0,4.0,3.0,14.0,3.0,0.0,0.0,6.483107351457199
2462,Vila Nova de Famalicão,643.6816972222222,6.996540187198067,11.009782608695652,343.7,3.735869565217391,0,41,56,1,4,9,1193.5,665.1,6336.0,7036.0,7794.0,7684.0,7577.0,8378.0,9951.0,11055.0,5389.0,10629.0,10496.0,9208.0,8358.0,7111.0,4808.0,3478.0,3232.0,5564.0,0.0,1.0,2.0,9.0,6.0,50.0,6.0,15.0,17.0,46.0,12.0,12.0,132.0,14.0,7.0,2.0,6.949856455000773
2463,Vizela,648.0798444444445,7.044346135265701,11.673913043478262,363.5,3.9510869565217392,0,41,56,2,4,9,978.2,975.1,1086.0,1257.0,1517.0,1482.0,1529.0,1598.0,1735.0,1971.0,941.0,1987.0,1904.0,1703.0,1471.0,1114.0,739.0,530.0,433.0,1089.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,2.0,21.0,3.0,1.0,0.0,6.910750787961936
2464,Arouca,664.1773972222222,7.219319535024154,10.289130434782608,407.0,4.423913043478261,0,46,59,1,4,9,1022.5,63.9,1059.0,1091.0,1155.0,1058.0,992.0,1255.0,1409.0,1591.0,891.0,1550.0,1622.0,1549.0,1420.0,1257.0,943.0,697.0,776.0,725.0,2.0,1.0,2.0,6.0,1.0,9.0,5.0,2.0,5.0,10.0,3.0,9.0,58.0,3.0,6.0,0.0,6.744059186311348
2466,Gondomar,653.493575,7.103191032608695,12.119565217391305,385.5,4.190217391304348,0,47,57,1,4,9,1080.8,1255.9,7791.0,8413.0,9312.0,8848.0,9262.0,10200.0,11520.0,13157.0,6567.0,13039.0,13030.0,12089.0,10568.0,9552.0,6992.0,4694.0,4067.0,6574.0,2.0,2.0,2.0,11.0,3.0,74.0,6.0,7.0,12.0,46.0,17.0,20.0,188.0,30.0,10.0,1.0,7.149916836132109
2467,Maia,653.1730083333333,7.09970661231884,13.891304347826088,351.3,3.818478260869565,0,43,57,1,4,9,1366.6,1658.8,7183.0,7500.0,7603.0,7086.0,7601.0,9099.0,10673.0,11972.0,6053.0,11028.0,10129.0,8970.0,7809.0,7182.0,5260.0,3510.0,3221.0,5716.0,5.0,1.0,2.0,12.0,6.0,68.0,7.0,22.0,14.0,68.0,15.0,25.0,165.0,55.0,10.0,11.0,7.253470382684528
2468,Matosinhos,661.1657305555556,7.186584027777778,13.804347826086955,336.9,3.66195652173913,0,44,57,3,4,9,1423.7,2797.9,8132.0,8223.0,8935.0,8970.0,9797.0,10959.0,12505.0,13715.0,7054.0,12922.0,13092.0,12841.0,11764.0,10749.0,7861.0,5245.0,4935.0,6945.0,3.0,4.0,3.0,8.0,9.0,54.0,7.0,22.0,20.0,61.0,13.0,19.0,127.0,44.0,12.0,23.0,7.533693709848633
2469,Oliveira de Azeméis,660.0025972222222,7.173941274154589,11.157608695652174,462.4,5.0260869565217385,0,41,58,2,4,9,1144.2,413.5,2885.0,3164.0,3669.0,3479.0,3540.0,3946.0,4471.0,5192.0,2511.0,5161.0,5378.0,5215.0,4365.0,3837.0,3039.0,2240.0,2119.0,2406.0,4.0,1.0,8.0,9.0,5.0,38.0,7.0,6.0,12.0,27.0,6.0,21.0,108.0,12.0,12.0,3.0,6.643789733147672
2470,Paredes,685.0596694444445,7.446300754830918,12.371739130434785,150.1,1.6315217391304346,0,36,55,0,4,9,997.7,542.1,4501.0,5182.0,5471.0,4940.0,4847.0,5441.0,6471.0,7351.0,3705.0,6959.0,6655.0,5669.0,4525.0,3734.0,2639.0,1811.0,1464.0,3607.0,0.0,0.0,1.0,9.0,2.0,29.0,3.0,4.0,4.0,18.0,7.0,9.0,89.0,14.0,5.0,2.0,6.813444599510896
2471,Porto,661.1657305555556,7.186584027777778,13.804347826086955,336.9,3.66195652173913,0,44,57,1,4,9,1555.4,5697.8,9561.0,10504.0,12833.0,14785.0,15569.0,14757.0,15174.0,15948.0,8886.0,15054.0,16384.0,15989.0,15387.0,14927.0,11827.0,9073.0,10075.0,9270.0,8.0,11.0,11.0,8.0,20.0,72.0,20.0,39.0,72.0,119.0,36.0,30.0,213.0,53.0,24.0,43.0,7.731053144007127
2472,Póvoa de Varzim,655.8537027777778,7.128844595410628,13.23695652173913,311.5,3.385869565217391,0,43,58,2,4,9,1067.8,792.0,3440.0,3649.0,3803.0,3676.0,3587.0,4007.0,4694.0,5284.0,2685.0,4964.0,4717.0,4453.0,4013.0,3611.0,2622.0,1757.0,1594.0,2555.0,0.0,0.0,0.0,3.0,5.0,22.0,4.0,8.0,6.0,14.0,5.0,2.0,49.0,4.0,3.0,3.0,7.277247726631484
2474,Santo Tirso,646.238425,7.024330706521739,11.873913043478264,333.4,3.623913043478261,0,42,56,1,4,9,1102.1,495.5,2715.0,3118.0,3677.0,3490.0,3477.0,3860.0,4677.0,5085.0,2357.0,5272.0,5534.0,5127.0,4953.0,4364.0,3129.0,2304.0,2173.0,2351.0,1.0,0.0,2.0,7.0,4.0,20.0,1.0,8.0,6.0,29.0,9.0,10.0,95.0,10.0,3.0,0.0,6.85751406254539
2475,São João da Madeira,667.6613055555556,7.257188103864735,11.046739130434782,428.5,4.657608695652174,0,43,58,2,4,9,1146.7,2870.2,1062.0,1143.0,1262.0,1233.0,1295.0,1419.0,1607.0,1765.0,913.0,1726.0,1768.0,1705.0,1509.0,1218.0,915.0,729.0,699.0,821.0,2.0,0.0,1.0,3.0,2.0,7.0,1.0,3.0,2.0,6.0,2.0,5.0,26.0,4.0,4.0,0.0,6.721425700790643
2477,Vale de Cambra,667.6613055555556,7.257188103864735,11.046739130434782,428.5,4.657608695652174,0,43,58,2,4,9,1221.8,144.5,859.0,922.0,1016.0,1035.0,1027.0,1182.0,1398.0,1571.0,731.0,1588.0,1549.0,1614.0,1633.0,1483.0,1175.0,887.0,904.0,715.0,1.0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,4.0,7.0,2.0,3.0,48.0,2.0,5.0,0.0,6.7464121285733745
2478,Valongo,653.493575,7.103191032608695,12.119565217391305,385.5,4.190217391304348,0,47,57,1,4,9,1157.6,1286.6,4841.0,5168.0,5360.0,5335.0,5831.0,6506.0,7451.0,8199.0,4098.0,7245.0,6952.0,6475.0,5722.0,5049.0,3664.0,2506.0,2060.0,4187.0,3.0,2.0,1.0,5.0,4.0,38.0,2.0,4.0,6.0,26.0,11.0,8.0,101.0,18.0,7.0,1.0,7.112327444710911
2479,Vila do Conde,655.8537027777778,7.128844595410628,13.23695652173913,311.5,3.385869565217391,0,43,58,1,4,9,1215.5,550.8,4250.0,4440.0,4346.0,4252.0,4448.0,5433.0,6328.0,6803.0,3581.0,6185.0,6194.0,5448.0,4943.0,4337.0,3285.0,2207.0,2094.0,3507.0,1.0,0.0,1.0,6.0,6.0,21.0,5.0,9.0,13.0,30.0,11.0,8.0,84.0,18.0,8.0,5.0,7.2485040723706105
2480,Vila Nova de Gaia,661.1657305555556,7.186584027777778,13.804347826086955,336.9,3.66195652173913,0,44,57,1,4,9,1241.3,1815.9,14558.0,15443.0,16623.0,16041.0,17134.0,18851.0,22349.0,24887.0,12613.0,23438.0,23447.0,21553.0,19493.0,17572.0,12606.0,8672.0,8205.0,12421.0,6.0,4.0,6.0,10.0,9.0,73.0,17.0,25.0,49.0,80.0,24.0,20.0,207.0,38.0,16.0,15.0,7.221835825288449
2482,Chaves,617.5392805555556,6.712383484299517,7.4543478260869565,179.4,1.95,0,43,50,0,4,9,1027.9,63.3,1406.0,1664.0,1634.0,1412.0,1537.0,1816.0,2228.0,2511.0,1215.0,2619.0,2876.0,3146.0,3141.0,2864.0,2384.0,1827.0,2022.0,1124.0,1.0,1.0,2.0,4.0,3.0,13.0,2.0,1.0,9.0,17.0,7.0,6.0,35.0,3.0,0.0,1.0,6.679599185844383
2483,Montalegre,596.6723333333333,6.48556884057971,10.83695652173913,455.6,4.952173913043478,0,47,52,0,4,9,959.3,11.4,230.0,323.0,345.0,309.0,341.0,403.0,438.0,528.0,226.0,535.0,747.0,870.0,863.0,795.0,744.0,589.0,685.0,233.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,7.0,8.0,4.0,4.0,13.0,2.0,1.0,0.0,6.066108090103747
2484,Ribeira de Pena,625.7965555555555,6.802136473429951,8.578260869565218,426.6,4.63695652173913,0,45,53,0,4,9,1158.3,26.9,247.0,247.0,256.0,244.0,253.0,271.0,325.0,385.0,198.0,388.0,449.0,564.0,501.0,393.0,377.0,276.0,319.0,166.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,4.0,2.0,9.0,0.0,0.0,0.0,6.135564891081739
2485,Valpaços,661.9107,7.19468152173913,6.577173913043478,127.0,1.3804347826086956,0,36,54,0,4,9,892.5,26.6,459.0,537.0,550.0,463.0,511.0,564.0,730.0,828.0,400.0,846.0,1145.0,1247.0,1446.0,1361.0,1175.0,930.0,1037.0,356.0,1.0,1.0,3.0,5.0,5.0,16.0,3.0,1.0,11.0,25.0,10.0,6.0,44.0,4.0,1.0,2.0,6.1092475827643655
2486,Vila Pouca de Aguiar,637.1296777777778,6.925322584541063,9.910869565217393,257.90000000000003,2.803260869565218,0,43,52,0,4,9,924.6,27.0,398.0,460.0,549.0,455.0,454.0,476.0,679.0,702.0,311.0,784.0,993.0,1097.0,1078.0,986.0,846.0,605.0,615.0,305.0,0.0,0.0,1.0,2.0,0.0,8.0,1.0,0.0,2.0,4.0,3.0,3.0,11.0,1.0,1.0,0.0,6.38856140554563
2489,Castelo de Paiva,663.6272388888889,7.213339553140097,9.659782608695652,340.8,3.704347826086957,0,44,59,0,4,9,927.3,134.3,743.0,898.0,975.0,848.0,779.0,820.0,1005.0,1269.0,552.0,1352.0,1242.0,1189.0,954.0,820.0,587.0,440.0,475.0,502.0,0.0,0.0,1.0,2.0,2.0,12.0,1.0,0.0,2.0,6.0,2.0,4.0,26.0,0.0,3.0,0.0,6.687108607866515
