,municipality,total_sunshine_h,mean_sunshine_h,windspeed_mean_kmh,total_precipitation_mm,mean_precipitation_mm,windy_days,rainy_days,sunny_days,warm_days,quarter_num,quarter_ord,avg_income,people/km2,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,5 - 9,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 ou mais,Menos de 5,cinema,college,courthouse,fire_station,hospital,kindergarten,library,mall,museum,pharmacy,police,post_office,school,station,theatre,university,log_price_sqm
2331,Lisboa,750.3381638888889,8.337090709876543,12.494444444444444,116.9,1.298888888888889,0,33,65,0,1,10,1856.3,5572.4,25428.0,25546.0,28761.0,35742.0,41034.0,37942.0,39214.0,40759.0,23918.0,36654.0,34524.0,32255.0,29933.0,29754.0,25689.0,20020.0,24089.0,26257.0,14.0,16.0,15.0,25.0,39.0,189.0,88.0,55.0,109.0,351.0,74.0,69.0,431.0,103.0,77.0,53.0,8.200288260287554
2332,Loures,750.4180222222222,8.337978024691358,13.444444444444445,139.20000000000002,1.5466666666666669,1,32,64,0,1,10,1353.5,1222.3,10549.0,10584.0,11054.0,11098.0,12419.0,12964.0,14520.0,15766.0,9898.0,14017.0,12822.0,12353.0,11685.0,11568.0,9937.0,6685.0,6060.0,10440.0,2.0,1.0,1.0,15.0,6.0,121.0,12.0,23.0,11.0,87.0,18.0,25.0,190.0,12.0,14.0,3.0,7.596392304064196
2333,Mafra,732.2815888888889,8.136462098765433,15.95111111111111,149.5,1.6611111111111112,2,38,59,0,1,10,1163.4,306.4,5436.0,5459.0,4962.0,4190.0,4581.0,5602.0,7548.0,8444.0,4803.0,7030.0,5980.0,5025.0,4303.0,4058.0,3214.0,2293.0,2274.0,4147.0,1.0,0.0,1.0,3.0,1.0,28.0,4.0,4.0,9.0,23.0,7.0,6.0,64.0,13.0,4.0,1.0,7.493317248862145
2335,Oeiras,744.068975,8.267433055555555,13.825555555555557,114.1,1.2677777777777777,1,34,65,0,1,10,2019.9,3789.2,9008.0,9508.0,8922.0,8513.0,9370.0,10035.0,11974.0,14662.0,7958.0,12754.0,11075.0,10148.0,10058.0,10789.0,9189.0,6170.0,6226.0,7491.0,2.0,0.0,3.0,6.0,8.0,66.0,5.0,12.0,11.0,58.0,18.0,15.0,123.0,11.0,16.0,10.0,7.908754738783246
2336,Sintra,732.1848222222222,8.135386913580247,14.772222222222222,143.5,1.5944444444444446,1,36,59,0,1,10,1354.7,1223.8,20640.0,21855.0,23973.0,23291.0,24661.0,23998.0,27190.0,31845.0,18201.0,30956.0,28097.0,23998.0,20538.0,18304.0,14920.0,9830.0,8843.0,19526.0,4.0,2.0,2.0,11.0,11.0,118.0,11.0,23.0,22.0,87.0,22.0,21.0,225.0,20.0,17.0,7.0,7.385230923066573
2337,Vila Franca de Xira,742.3277194444445,8.248085771604938,11.957777777777778,136.0,1.511111111111111,0,32,64,0,1,10,1388.4,435.2,7710.0,7735.0,7576.0,7072.0,7965.0,8996.0,10975.0,12346.0,6810.0,10190.0,9197.0,8578.0,8028.0,7096.0,5217.0,3496.0,2889.0,6588.0,0.0,0.0,1.0,11.0,6.0,50.0,7.0,11.0,10.0,39.0,11.0,12.0,100.0,11.0,3.0,1.0,7.352441100243583
2338,Alcochete,742.7483416666666,8.252759351851852,11.755555555555556,158.8,1.7644444444444445,0,31,62,0,1,10,2071.7,154.4,1294.0,1266.0,1136.0,928.0,905.0,1159.0,1501.0,2069.0,1014.0,1656.0,1364.0,1126.0,916.0,912.0,774.0,522.0,457.0,824.0,1.0,0.0,1.0,2.0,2.0,21.0,4.0,9.0,7.0,17.0,5.0,4.0,34.0,7.0,3.0,0.0,7.590346945602565
2339,Almada,750.3381638888889,8.337090709876543,12.494444444444444,116.9,1.298888888888889,0,33,65,0,1,10,1260.3,2562.1,8976.0,9049.0,9654.0,9466.0,10205.0,10636.0,12262.0,14103.0,7919.0,12285.0,11852.0,11509.0,10947.0,10501.0,8924.0,6427.0,6648.0,8008.0,3.0,3.0,1.0,6.0,4.0,82.0,10.0,31.0,21.0,60.0,14.0,12.0,111.0,28.0,10.0,10.0,7.57353126274595
2340,Barreiro,752.8407722222222,8.364897469135801,11.482222222222225,120.1,1.3344444444444443,0,32,66,0,1,10,1239.1,2171.1,3822.0,4168.0,4119.0,4092.0,4322.0,4445.0,5291.0,6570.0,3274.0,5456.0,4902.0,4776.0,4717.0,5241.0,4699.0,3152.0,2543.0,3417.0,2.0,0.0,1.0,2.0,1.0,35.0,5.0,11.0,3.0,37.0,10.0,8.0,75.0,9.0,5.0,1.0,7.160069207596127
2344,Seixal,752.8407722222222,8.364897469135801,11.482222222222225,120.1,1.3344444444444443,0,32,66,0,1,10,1418.9,1783.2,9021.0,8914.0,9282.0,9056.0,9969.0,10643.0,12416.0,13705.0,8154.0,11891.0,10738.0,10532.0,10565.0,9915.0,7917.0,5125.0,4236.0,8124.0,1.0,0.0,2.0,6.0,3.0,75.0,6.0,16.0,6.0,41.0,12.0,13.0,108.0,11.0,8.0,3.0,7.358193752733032
2345,Sesimbra,763.5754361111111,8.484171512345679,17.28111111111111,125.1,1.39,2,27,71,0,1,10,1100.6,279.0,2954.0,3074.0,2962.0,2705.0,2946.0,3493.0,4230.0,4738.0,2707.0,4037.0,3644.0,3362.0,3084.0,2872.0,2338.0,1531.0,1455.0,2480.0,1.0,0.0,0.0,2.0,2.0,25.0,5.0,5.0,5.0,8.0,9.0,5.0,39.0,1.0,3.0,0.0,7.438971592395862
2346,Setúbal,737.8416138888889,8.198240154320988,11.693333333333335,163.3,1.8144444444444443,0,31,63,0,1,10,1341.2,535.2,6586.0,6914.0,6692.0,6031.0,6138.0,6931.0,8432.0,10600.0,5587.0,8945.0,8066.0,7837.0,7793.0,7557.0,6232.0,3971.0,3779.0,5171.0,2.0,0.0,2.0,5.0,7.0,35.0,4.0,5.0,12.0,41.0,15.0,9.0,82.0,7.0,13.0,1.0,7.277247726631484
2347,Alcácer do Sal,734.1625166666666,8.157361296296296,10.67,160.20000000000002,1.7800000000000002,0,32,66,0,1,10,1126.8,7.4,485.0,535.0,489.0,445.0,455.0,554.0,682.0,839.0,375.0,689.0,714.0,921.0,897.0,849.0,699.0,510.0,550.0,368.0,1.0,0.0,2.0,3.0,0.0,9.0,2.0,0.0,6.0,8.0,8.0,5.0,27.0,4.0,2.0,0.0,6.748759547491679
2348,Grândola,759.8544888888889,8.442827654320988,12.036666666666664,138.4,1.537777777777778,0,30,69,0,1,10,1272.5,17.0,656.0,646.0,662.0,602.0,700.0,858.0,1017.0,1113.0,568.0,931.0,888.0,993.0,912.0,894.0,787.0,589.0,655.0,532.0,2.0,0.0,2.0,3.0,1.0,11.0,4.0,0.0,6.0,15.0,9.0,5.0,41.0,5.0,3.0,1.0,7.453561871643373
2349,Odemira,775.6572472222223,8.618413858024692,12.46111111111111,125.8,1.397777777777778,0,32,71,0,1,10,1000.0,18.6,1162.0,1166.0,1517.0,2487.0,2634.0,2625.0,2565.0,2352.0,984.0,1995.0,1975.0,2108.0,1809.0,1571.0,1332.0,1145.0,1314.0,1192.0,2.0,0.0,1.0,4.0,0.0,12.0,1.0,1.0,0.0,15.0,11.0,11.0,58.0,7.0,0.0,0.0,7.134093721192866
2350,Santiago do Cacém,770.4691222222223,8.560768024691358,13.594444444444443,148.1,1.6455555555555554,0,33,70,0,1,10,1159.1,26.5,1312.0,1224.0,1168.0,1125.0,1334.0,1677.0,2010.0,2027.0,1120.0,1723.0,1805.0,2206.0,2270.0,1944.0,1572.0,1219.0,1298.0,1092.0,0.0,0.0,2.0,5.0,1.0,12.0,3.0,0.0,5.0,15.0,7.0,6.0,37.0,2.0,1.0,1.0,7.049254841255837
2351,Sines,765.1844861111111,8.502049845679013,13.18777777777778,147.6,1.64,0,35,69,0,1,10,1925.5,72.0,764.0,744.0,698.0,677.0,799.0,952.0,1153.0,1143.0,675.0,959.0,1002.0,1057.0,927.0,837.0,620.0,484.0,487.0,667.0,1.0,0.0,2.0,6.0,1.0,5.0,3.0,1.0,3.0,8.0,7.0,1.0,17.0,1.0,1.0,1.0,7.2682230211595655
2352,Aljustrel,752.2937222222222,8.358819135802468,10.325555555555557,126.9,1.41,0,32,69,0,1,10,1381.7,19.4,401.0,376.0,412.0,372.0,494.0,495.0,559.0,614.0,335.0,600.0,625.0,709.0,728.0,613.0,490.0,330.0,390.0,364.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,5.0,4.0,2.0,2.0,12.0,1.0,2.0,0.0,6.12029741895095
2353,Almodôvar,747.8569083333333,8.309521203703703,11.59,149.7,1.663333333333333,0,30,69,0,1,10,1049.8,8.6,288.0,297.0,293.0,274.0,318.0,354.0,410.0,459.0,218.0,426.0,465.0,497.0,487.0,523.0,427.0,345.0,359.0,249.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,4.0,2.0,2.0,1.0,13.0,0.0,0.0,0.0,6.269096283706261
2354,Alvito,721.9975222222222,8.022194691358024,5.716666666666667,178.3,1.9811111111111115,0,37,66,0,1,10,1148.6,8.5,96.0,124.0,125.0,79.0,115.0,139.0,151.0,137.0,99.0,150.0,144.0,178.0,156.0,135.0,133.0,95.0,112.0,95.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,4.0,2.0,0.0,0.0,6.1675164908883415
2355,Beja,752.9192166666667,8.365769074074073,10.274444444444445,148.6,1.651111111111111,0,30,68,0,1,10,1227.8,29.3,1706.0,1818.0,1768.0,1652.0,1696.0,1943.0,2383.0,2592.0,1564.0,2370.0,2456.0,2314.0,2047.0,1820.0,1512.0,1150.0,1288.0,1538.0,2.0,0.0,1.0,2.0,1.0,8.0,3.0,3.0,13.0,12.0,6.0,3.0,42.0,3.0,2.0,2.0,6.736966958001855
2356,Castro Verde,756.1625166666666,8.401805740740741,11.02888888888889,134.4,1.4933333333333334,0,30,72,0,1,10,2075.0,12.2,288.0,324.0,358.0,314.0,318.0,399.0,444.0,486.0,278.0,485.0,568.0,540.0,498.0,427.0,309.0,321.0,324.0,276.0,2.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,2.0,4.0,2.0,2.0,21.0,1.0,1.0,0.0,6.329720905522696
2357,Cuba,893.1635833333333,9.924039814814815,13.78111111111111,108.4,1.2044444444444444,0,63,83,45,1,10,1101.1,25.8,215.0,224.0,244.0,207.0,225.0,261.0,321.0,310.0,183.0,298.0,318.0,344.0,261.0,227.0,249.0,162.0,218.0,181.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,4.0,2.0,3.0,2.0,9.0,2.0,1.0,0.0,6.437751649736401
2359,Mértola,737.8859666666667,8.198732962962964,9.38,113.6,1.2622222222222224,0,31,64,0,1,10,972.0,4.8,181.0,224.0,230.0,221.0,236.0,293.0,322.0,420.0,190.0,456.0,488.0,504.0,509.0,497.0,438.0,386.0,427.0,157.0,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,13.0,4.0,5.0,4.0,16.0,2.0,3.0,0.0,5.7899601708972535
2360,Moura,733.0795444444444,8.145328271604939,8.675555555555555,113.3,1.258888888888889,0,32,66,0,1,10,1054.7,13.9,719.0,731.0,791.0,575.0,541.0,650.0,748.0,916.0,641.0,880.0,975.0,962.0,943.0,819.0,670.0,559.0,548.0,659.0,1.0,0.0,1.0,2.0,0.0,4.0,3.0,0.0,6.0,12.0,9.0,2.0,22.0,1.0,1.0,0.0,6.3835066348840055
2361,Ourique,762.8552333333333,8.47616925925926,11.042222222222222,142.20000000000002,1.5800000000000003,0,31,71,0,1,10,1012.7,7.3,180.0,189.0,212.0,191.0,217.0,218.0,288.0,336.0,150.0,338.0,391.0,310.0,368.0,359.0,343.0,252.0,315.0,162.0,2.0,0.0,1.0,1.0,0.0,5.0,2.0,0.0,2.0,7.0,4.0,3.0,32.0,3.0,0.0,0.0,6.429719478039138
2362,Serpa,734.115761111111,8.156841790123456,9.124444444444444,122.6,1.3622222222222222,0,31,66,0,1,10,1013.6,12.4,547.0,606.0,687.0,641.0,634.0,644.0,815.0,871.0,530.0,1060.0,1069.0,1203.0,1017.0,873.0,769.0,572.0,663.0,544.0,2.0,0.0,2.0,2.0,2.0,4.0,3.0,0.0,12.0,12.0,9.0,4.0,28.0,3.0,0.0,0.0,6.236369590203704
2363,Vidigueira,745.5638111111111,8.284042345679012,11.204444444444444,120.3,1.336666666666667,0,32,67,0,1,10,1113.9,16.6,254.0,221.0,259.0,249.0,304.0,289.0,341.0,344.0,221.0,375.0,379.0,373.0,341.0,325.0,266.0,206.0,261.0,233.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,2.0,10.0,0.0,0.0,0.0,6.1463292576688975
2364,Alter do Chão,729.3352055555556,8.10372450617284,10.078888888888889,135.3,1.5033333333333334,0,33,66,0,1,10,1006.0,8.7,142.0,138.0,147.0,140.0,134.0,158.0,206.0,185.0,130.0,178.0,238.0,235.0,208.0,196.0,203.0,162.0,256.0,108.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,3.0,1.0,7.0,2.0,0.0,1.0,5.8522024797744745
2365,Arronches,741.7758861111112,8.241954290123457,11.198888888888888,142.8,1.586666666666667,0,28,67,0,1,10,979.1,8.8,117.0,105.0,130.0,123.0,118.0,148.0,170.0,205.0,106.0,207.0,218.0,196.0,175.0,143.0,164.0,143.0,217.0,91.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,5.0,3.0,0.0,0.0,6.056784013228625
2366,Avis,729.32545,8.103616111111112,10.794444444444444,148.7,1.652222222222222,0,34,65,0,1,10,1078.3,6.2,135.0,162.0,157.0,177.0,164.0,179.0,195.0,296.0,157.0,253.0,253.0,290.0,281.0,297.0,225.0,200.0,227.0,136.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,7.0,2.0,2.0,14.0,0.0,0.0,0.0,6.129050210060545
2368,Castelo de Vide,731.3131194444444,8.125701327160494,11.854444444444445,138.4,1.537777777777778,0,29,66,0,1,10,1018.8,12.1,96.0,116.0,136.0,154.0,118.0,173.0,173.0,223.0,107.0,225.0,251.0,233.0,244.0,233.0,181.0,189.0,260.0,98.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,5.0,2.0,1.0,1.0,5.0,0.0,1.0,0.0,5.968707559985366
2369,Crato,913.784275,10.153158611111111,5.695555555555556,438.7,4.874444444444444,0,86,81,13,1,10,931.6,8.2,110.0,101.0,146.0,127.0,119.0,115.0,186.0,213.0,94.0,239.0,230.0,250.0,235.0,253.0,267.0,214.0,268.0,95.0,1.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,2.0,4.0,4.0,3.0,9.0,2.0,2.0,1.0,5.723585101952381
2370,Elvas,742.3300166666667,8.248111296296296,10.416666666666666,123.6,1.3733333333333335,0,27,71,0,1,10,1068.3,32.4,1087.0,1094.0,1114.0,967.0,952.0,1109.0,1291.0,1469.0,903.0,1464.0,1545.0,1571.0,1291.0,1132.0,982.0,754.0,855.0,872.0,1.0,0.0,1.0,3.0,1.0,13.0,5.0,3.0,15.0,11.0,10.0,9.0,23.0,3.0,6.0,1.0,6.1779441140506
2371,Fronteira,888.2338444444445,9.869264938271606,7.235555555555556,417.9,4.643333333333333,0,68,71,16,1,10,1083.3,11.8,121.0,151.0,139.0,97.0,136.0,148.0,197.0,189.0,87.0,189.0,200.0,243.0,226.0,209.0,187.0,137.0,194.0,91.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,6.22455842927536
2374,Monforte,724.0062,8.044513333333335,10.614444444444445,131.6,1.462222222222222,0,30,66,0,1,10,1136.5,7.1,156.0,169.0,155.0,161.0,137.0,116.0,166.0,214.0,127.0,197.0,204.0,208.0,167.0,160.0,135.0,166.0,208.0,129.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,3.0,1.0,2.0,1.0,6.0,2.0,0.0,0.0,5.583496308781699
2375,Nisa,748.8250444444444,8.320278271604938,8.831111111111111,70.6,0.7844444444444444,0,19,68,0,1,10,957.1,9.9,172.0,204.0,242.0,195.0,176.0,222.0,259.0,367.0,149.0,401.0,438.0,459.0,432.0,489.0,484.0,367.0,520.0,148.0,1.0,0.0,1.0,1.0,0.0,5.0,3.0,0.0,5.0,5.0,4.0,4.0,5.0,3.0,1.0,0.0,5.6240175061873385
2376,Ponte de Sor,730.3336777777778,8.114818641975308,11.922222222222222,148.29999999999998,1.6477777777777776,0,32,65,0,1,10,1104.1,18.1,623.0,672.0,693.0,691.0,669.0,779.0,904.0,1071.0,560.0,1045.0,1174.0,1248.0,1148.0,945.0,822.0,691.0,905.0,576.0,0.0,0.0,0.0,3.0,0.0,10.0,3.0,0.0,3.0,10.0,6.0,5.0,25.0,3.0,4.0,0.0,6.584791392385716
2377,Portalegre,729.3352055555556,8.10372450617284,10.078888888888889,135.3,1.5033333333333334,0,33,66,0,1,10,1173.4,49.3,974.0,1069.0,1105.0,917.0,873.0,1161.0,1500.0,1704.0,908.0,1579.0,1555.0,1730.0,1532.0,1511.0,1157.0,907.0,1042.0,828.0,11.0,11.0,6.0,30.0,10.0,62.0,30.0,8.0,78.0,107.0,65.0,44.0,221.0,31.0,28.0,16.0,6.38856140554563
2378,Sousel,726.7544944444444,8.075049938271604,10.755555555555556,124.2,1.38,0,32,68,0,1,10,1043.9,15.7,178.0,201.0,225.0,190.0,176.0,202.0,310.0,322.0,163.0,301.0,307.0,298.0,276.0,259.0,265.0,223.0,346.0,152.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,13.0,0.0,0.0,0.0,5.8377304471659395
2379,Alandroal,719.0548444444445,7.989498271604939,9.998888888888889,110.0,1.2222222222222223,0,28,66,0,1,10,1093.2,9.2,211.0,220.0,215.0,191.0,199.0,265.0,302.0,379.0,154.0,377.0,396.0,414.0,354.0,271.0,294.0,291.0,341.0,135.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,6.0,5.0,7.0,3.0,15.0,1.0,0.0,0.0,6.115892125483034
2381,Borba,725.4205277777778,8.060228086419754,11.91,144.1,1.6011111111111112,0,33,64,0,1,10,1045.9,44.1,248.0,289.0,314.0,247.0,269.0,304.0,361.0,483.0,262.0,485.0,567.0,501.0,408.0,387.0,320.0,304.0,408.0,246.0,1.0,0.0,0.0,2.0,0.0,5.0,1.0,1.0,3.0,4.0,3.0,2.0,14.0,0.0,2.0,0.0,6.424869023905388
2382,Estremoz,723.5273277777778,8.039192530864199,11.989999999999998,145.4,1.6155555555555556,0,31,64,0,1,10,1098.3,24.6,513.0,551.0,580.0,545.0,603.0,656.0,747.0,908.0,488.0,962.0,987.0,993.0,780.0,697.0,669.0,639.0,813.0,496.0,2.0,0.0,1.0,3.0,0.0,8.0,2.0,1.0,8.0,10.0,8.0,3.0,29.0,1.0,1.0,0.0,6.484635235635252
2383,Évora,728.0173138888889,8.0890812654321,11.434444444444445,144.9,1.61,0,28,64,0,1,10,1282.4,41.2,2640.0,2769.0,2829.0,2630.0,2791.0,3213.0,3825.0,4306.0,2282.0,3852.0,3759.0,3788.0,3567.0,3086.0,2367.0,1734.0,2100.0,2249.0,3.0,0.0,5.0,2.0,2.0,27.0,7.0,1.0,13.0,22.0,11.0,8.0,53.0,4.0,4.0,9.0,7.29505641646263
2385,Mora,672.5965083333333,7.473294537037036,11.21888888888889,134.2,1.491111111111111,0,38,59,0,1,10,1028.9,9.4,120.0,162.0,176.0,174.0,167.0,199.0,220.0,268.0,128.0,243.0,284.0,335.0,376.0,335.0,280.0,260.0,341.0,109.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,6.0,4.0,1.0,6.0,0.0,0.0,0.0,6.361302477572996
2387,Portel,657.1035416666666,7.301150462962962,6.8788888888888895,1139.0,12.655555555555557,0,90,49,20,1,10,1100.0,9.5,246.0,236.0,324.0,272.0,285.0,305.0,368.0,423.0,206.0,395.0,428.0,427.0,360.0,384.0,328.0,247.0,271.0,231.0,2.0,1.0,2.0,4.0,0.0,6.0,3.0,1.0,8.0,8.0,4.0,3.0,20.0,2.0,1.0,1.0,6.059123195581797
2389,Reguengos de Monsaraz,734.9781583333333,8.166423981481481,9.976666666666668,103.1,1.1455555555555554,0,29,67,0,1,10,1102.4,21.2,454.0,499.0,473.0,453.0,476.0,523.0,665.0,739.0,394.0,738.0,687.0,733.0,669.0,596.0,481.0,375.0,476.0,404.0,1.0,1.0,1.0,2.0,0.0,3.0,4.0,1.0,7.0,6.0,3.0,2.0,14.0,0.0,1.0,1.0,6.406879986069314
2390,Vendas Novas,739.3531861111111,8.215035401234568,11.596666666666668,155.79999999999998,1.7311111111111108,0,32,66,0,1,10,1171.8,51.5,525.0,586.0,562.0,570.0,506.0,588.0,730.0,921.0,475.0,836.0,740.0,655.0,684.0,793.0,759.0,562.0,549.0,410.0,1.0,0.0,0.0,2.0,0.0,9.0,3.0,0.0,1.0,4.0,3.0,1.0,15.0,4.0,1.0,0.0,6.883462586413092
2391,Viana do Alentejo,727.7624222222222,8.086249135802468,10.467777777777778,171.2,1.902222222222222,0,30,63,0,1,10,1019.3,14.0,237.0,267.0,294.0,273.0,284.0,326.0,334.0,412.0,237.0,393.0,389.0,418.0,326.0,291.0,262.0,222.0,295.0,239.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,4.0,1.0,1.0,0.0,6.175867270105761
2392,Vila Viçosa,716.1461833333333,7.957179814814814,11.123333333333331,139.3,1.547777777777778,0,30,64,0,1,10,1174.1,37.6,317.0,314.0,367.0,339.0,317.0,382.0,456.0,558.0,259.0,552.0,633.0,601.0,547.0,433.0,343.0,335.0,332.0,237.0,1.0,0.0,0.0,3.0,0.0,6.0,1.0,1.0,4.0,6.0,6.0,4.0,14.0,1.0,3.0,0.0,6.3578422665081
2393,Albufeira,789.4618222222223,8.771798024691359,13.627777777777778,152.7,1.6966666666666663,0,30,74,0,1,10,1122.0,330.7,2330.0,2378.0,2430.0,2776.0,2993.0,3209.0,3564.0,3787.0,2158.0,3502.0,3305.0,3220.0,2732.0,2211.0,1583.0,1107.0,1016.0,2212.0,2.0,0.0,0.0,1.0,1.0,16.0,2.0,6.0,4.0,18.0,9.0,7.0,44.0,7.0,2.0,0.0,7.744136627627991
2394,Alcoutim,741.8822861111112,8.24313651234568,9.885555555555555,130.3,1.4477777777777778,0,33,67,0,1,10,983.4,4.3,72.0,68.0,117.0,100.0,81.0,57.0,112.0,144.0,44.0,140.0,157.0,186.0,210.0,255.0,220.0,219.0,231.0,45.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,6.0,2.0,3.0,2.0,6.0,1.0,0.0,0.0,6.249975242259483
2395,Aljezur,797.2138972222223,8.857932191358024,16.534444444444446,143.5,1.5944444444444446,3,38,75,0,1,10,1014.4,19.3,290.0,289.0,225.0,289.0,339.0,392.0,441.0,491.0,271.0,439.0,411.0,469.0,400.0,381.0,321.0,263.0,272.0,275.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,6.0,4.0,3.0,3.0,13.0,0.0,0.0,0.0,7.682482446534506
2397,Faro,789.1356944444444,8.76817438271605,13.253333333333332,158.4,1.76,0,28,72,0,1,10,1301.7,340.2,3296.0,3505.0,3561.0,3765.0,3940.0,4452.0,5067.0,5671.0,3073.0,4907.0,4580.0,4542.0,4170.0,3798.0,3010.0,2081.0,2271.0,3235.0,4.0,0.0,4.0,5.0,3.0,29.0,5.0,6.0,10.0,21.0,7.0,7.0,53.0,8.0,6.0,3.0,7.5745584842024805
2398,Lagoa,1581.4860277777775,8.78603348765432,12.678888888888888,275.8,1.5322222222222224,0,62,152,0,1,10,1167.6,277.7,1201.0,1304.0,1301.0,1158.0,1296.0,1467.0,1522.0,1919.0,1083.0,1801.0,1826.0,1746.0,1670.0,1555.0,1140.0,714.0,718.0,1085.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0,1.0,2.0,11.0,2.0,3.0,15.0,5.0,2.0,0.0,7.703007682479236
2399,Lagoa,1581.4860277777775,8.78603348765432,12.678888888888888,275.8,1.5322222222222224,0,62,152,0,1,10,1074.5,277.7,1201.0,1304.0,1301.0,1158.0,1296.0,1467.0,1522.0,1919.0,1083.0,1801.0,1826.0,1746.0,1670.0,1555.0,1140.0,714.0,718.0,1085.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0,1.0,2.0,11.0,2.0,3.0,15.0,5.0,2.0,0.0,7.703007682479236
2400,Lagos,853.1452027777777,9.479391141975308,13.12,133.5,1.4833333333333334,0,68,83,0,1,10,1104.7,160.3,1603.0,1757.0,1675.0,1641.0,1775.0,1882.0,2242.0,2610.0,1420.0,2389.0,2533.0,2564.0,2589.0,2343.0,1582.0,1064.0,1115.0,1362.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,3.0,10.0,5.0,6.0,32.0,5.0,2.0,0.0,7.793586803371584
2401,Loulé,769.5936472222222,8.551040524691357,14.604444444444445,190.7,2.118888888888889,0,34,72,0,1,10,1171.1,96.4,3689.0,3631.0,3546.0,3518.0,4048.0,4521.0,5349.0,5705.0,3362.0,5315.0,5150.0,5133.0,4740.0,4238.0,3443.0,2435.0,2511.0,3256.0,4.0,0.0,4.0,6.0,4.0,47.0,7.0,7.0,19.0,35.0,13.0,16.0,95.0,14.0,9.0,4.0,7.919356190660617
2402,Monchique,776.3747472222223,8.626386080246913,12.106666666666666,161.0,1.788888888888889,0,42,73,0,1,10,1004.3,13.6,185.0,195.0,197.0,207.0,200.0,256.0,306.0,339.0,195.0,362.0,473.0,451.0,448.0,392.0,349.0,299.0,335.0,174.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,6.881411303642535
2405,São Brás de Alportel,766.3998083333333,8.515553425925926,13.554444444444446,164.0,1.8222222222222224,0,29,69,0,1,10,1067.1,75.0,559.0,539.0,545.0,515.0,574.0,681.0,786.0,975.0,507.0,807.0,799.0,741.0,733.0,713.0,576.0,438.0,517.0,492.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,4.0,2.0,1.0,1.0,13.0,3.0,2.0,0.0,7.316548177182976
2406,Silves,772.8182055555556,8.586868950617284,12.50111111111111,140.70000000000002,1.5633333333333337,0,34,73,0,1,10,1105.0,57.3,1871.0,1858.0,1794.0,1820.0,2081.0,2484.0,2815.0,2996.0,1770.0,2642.0,2687.0,2729.0,2586.0,2365.0,1915.0,1344.0,1449.0,1748.0,3.0,1.0,1.0,6.0,1.0,35.0,5.0,5.0,11.0,36.0,13.0,16.0,68.0,16.0,5.0,0.0,7.466227556215481
2407,Tavira,777.8576916666667,8.642863240740741,11.956666666666663,144.1,1.6011111111111112,0,30,74,0,1,10,1062.8,45.6,1221.0,1233.0,1207.0,1118.0,1267.0,1547.0,1819.0,1998.0,1040.0,1900.0,1953.0,2088.0,2203.0,2184.0,1640.0,1119.0,1142.0,994.0,3.0,0.0,1.0,2.0,0.0,22.0,2.0,2.0,12.0,16.0,7.0,6.0,30.0,13.0,3.0,0.0,7.665284718471351
2408,Vila do Bispo,807.9584194444444,8.977315771604937,17.303333333333335,127.7,1.4188888888888889,4,37,75,0,1,10,1052.6,32.8,247.0,278.0,192.0,258.0,316.0,369.0,395.0,433.0,268.0,433.0,413.0,429.0,399.0,402.0,332.0,214.0,236.0,263.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,3.0,3.0,2.0,3.0,6.0,0.0,0.0,0.0,7.637234388789473
