Designação,COD (NUTS2024),muni_norm,quarter_label,price_sqm,year,quarter,avg_income_eur,cinema,college,courthouse,fire_station,hospital,kindergarten,library,mall,museum,pharmacy,police,post_office,school,station,theatre,university,temp_max_c_mean,temp_min_c_mean,sunshine_s_sum,wind_kmh_mean,precip_mm_sum,log_price_sqm,pop_10___14,pop_15___19,pop_20___24,pop_25___29,pop_30___34,pop_35___39,pop_40___44,pop_45___49,pop_5___9,pop_50___54,pop_55___59,pop_60___64,pop_65___69,pop_70___74,pop_75___79,pop_80___84,pop_85_ou_mais,pop_menos_de_5,pop_total,population_density_km2
Vila do Porto,2004101,VILA DO PORTO,1ºT 2022,736.0,2022,1,2051.3,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,10.0,1.0,0.0,0.0,15.938888888888888,14.53,2505010.36,29.47888888888889,197.5,6.601230118728877,297.0,309.0,356.0,330.0,336.0,359.0,439.0,422.0,262.0,388.0,400.0,404.0,330.0,247.0,158.0,120.0,117.0,235.0,5509.0,56.9
Vila Franca do Campo,2004206,VILA FRANCA DO CAMPO,1ºT 2022,829.0,2022,1,958.1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,2.0,1.0,3.0,5.0,4.0,1.0,0.0,14.886666666666668,12.88111111111111,2528852.53,19.09111111111111,378.9,6.720220155135295,592.0,632.0,667.0,710.0,676.0,722.0,761.0,851.0,484.0,813.0,750.0,680.0,550.0,436.0,303.0,167.0,170.0,424.0,10388.0,133.2
Funchal,3003103,FUNCHAL,1ºT 2022,1799.0,2022,1,1295.9,1.0,1.0,4.0,7.0,5.0,16.0,8.0,28.0,28.0,45.0,12.0,16.0,73.0,7.0,7.0,4.0,17.112222222222222,12.181111111111113,2806287.26,10.412222222222224,266.6,7.494986233950533,4818.0,5449.0,5826.0,5351.0,5308.0,6401.0,7393.0,8680.0,4022.0,8404.0,9089.0,8492.0,7130.0,6090.0,4620.0,3110.0,2989.0,3830.0,107002.0,1403.9
Machico,3003104,MACHICO,1ºT 2022,1125.0,2022,1,1163.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.078888888888887,13.932222222222224,2731014.76,15.00111111111111,309.4,7.025538314638521,854.0,1056.0,1180.0,1000.0,922.0,1102.0,1280.0,1655.0,683.0,1614.0,1775.0,1593.0,1371.0,1052.0,762.0,539.0,478.0,634.0,19550.0,286.4
Ponta do Sol,3003105,PONTA DO SOL,1ºT 2022,1196.0,2022,1,955.2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,10.0,0.0,0.0,0.0,16.94222222222222,14.557777777777778,2870576.98,13.239999999999998,216.1,7.086737934510577,412.0,525.0,552.0,430.0,427.0,473.0,555.0,715.0,299.0,690.0,689.0,627.0,487.0,458.0,399.0,310.0,208.0,282.0,8538.0,184.6
Porto Moniz,3003106,PORTO MONIZ,1ºT 2022,703.0,2022,1,955.2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,4.0,0.0,0.0,16.14666666666667,14.155555555555557,2860773.78,19.81222222222222,479.5,6.555356891810665,97.0,126.0,132.0,109.0,126.0,135.0,146.0,167.0,73.0,184.0,209.0,203.0,174.0,183.0,152.0,121.0,109.0,54.0,2500.0,30.1
Porto Santo,3003201,PORTO SANTO,1ºT 2022,1169.0,2022,1,1335.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.43,15.053333333333333,2880248.66,26.203333333333337,109.4,7.063903961472068,261.0,287.0,297.0,269.0,277.0,345.0,401.0,424.0,199.0,454.0,499.0,476.0,358.0,254.0,176.0,111.0,101.0,171.0,5360.0,125.6
Arcos de Valdevez,1111601,ARCOS DE VALDEVEZ,4ºT 2021,635.0,2021,4,1004.4,1.0,0.0,2.0,3.0,4.0,11.0,4.0,2.0,5.0,10.0,2.0,4.0,15.0,1.0,1.0,0.0,17.70108695652174,10.171739130434782,2206062.94,8.347826086956522,541.1,6.453624998892692,746.0,872.0,924.0,817.0,869.0,1048.0,1187.0,1343.0,627.0,1223.0,1349.0,1647.0,1698.0,1737.0,1506.0,1239.0,1294.0,567.0,20693.0,46.2
Caminha,1111602,CAMINHA,4ºT 2021,1111.0,2021,4,952.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.67717391304348,10.541304347826086,2241693.96,9.866304347826087,424.1,7.01301578963963,637.0,660.0,750.0,720.0,745.0,915.0,1036.0,1104.0,579.0,1085.0,1190.0,1223.0,1226.0,1140.0,968.0,694.0,733.0,545.0,15950.0,116.8
Paredes de Coura,1111605,PAREDES DE COURA,4ºT 2021,652.0,2021,4,1029.1,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,4.0,1.0,1.0,7.0,1.0,0.0,0.0,15.40108695652174,8.360869565217392,2191983.72,8.782608695652174,483.7,6.480044561926653,378.0,391.0,369.0,345.0,420.0,523.0,534.0,631.0,289.0,598.0,612.0,616.0,633.0,641.0,541.0,404.0,473.0,285.0,8683.0,62.8
Ponte da Barca,1111606,PONTE DA BARCA,4ºT 2021,623.0,2021,4,902.5,1.0,0.0,2.0,3.0,4.0,11.0,3.0,2.0,7.0,10.0,2.0,3.0,16.0,1.0,1.0,0.0,17.73913043478261,9.410869565217393,2228724.48,8.119565217391305,514.2,6.434546518787453,449.0,487.0,571.0,532.0,515.0,574.0,684.0,796.0,382.0,765.0,827.0,811.0,781.0,765.0,674.0,557.0,547.0,333.0,11050.0,60.7
Ponte de Lima,1111607,PONTE DE LIMA,4ºT 2021,1041.0,2021,4,994.7,0.0,0.0,1.0,2.0,3.0,15.0,2.0,2.0,3.0,13.0,6.0,2.0,39.0,2.0,1.0,2.0,17.840217391304346,9.90108695652174,2251525.17,9.031521739130437,437.3,6.947937068614969,1858.0,2219.0,2304.0,2143.0,2010.0,2392.0,2808.0,3265.0,1548.0,3172.0,3030.0,2788.0,2507.0,2358.0,2044.0,1571.0,1680.0,1444.0,41141.0,128.5
Viana do Castelo,1111609,VIANA DO CASTELO,4ºT 2021,1128.0,2021,4,1195.8,2.0,0.0,2.0,5.0,3.0,20.0,2.0,6.0,7.0,24.0,12.0,4.0,66.0,16.0,1.0,4.0,16.97826086956522,11.072826086956525,2281486.4,13.05,368.5,7.028201432058005,3769.0,4134.0,4452.0,4197.0,4219.0,4980.0,6030.0,6628.0,3409.0,6252.0,6284.0,6552.0,5978.0,5263.0,4306.0,3129.0,3228.0,3196.0,86006.0,269.6
Vila Nova de Cerveira,1111610,VILA NOVA DE CERVEIRA,4ºT 2021,707.0,2021,4,1152.1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,5.0,2.0,1.0,13.0,3.0,1.0,0.0,17.309782608695652,10.627173913043478,2228622.8,10.715217391304348,413.6,6.561030665896573,409.0,441.0,433.0,493.0,482.0,531.0,626.0,693.0,306.0,644.0,579.0,621.0,587.0,625.0,468.0,361.0,373.0,334.0,9006.0,83.0
Amares,1120301,AMARES,4ºT 2021,948.0,2021,4,1045.0,0.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,3.0,5.0,2.0,3.0,31.0,0.0,0.0,0.0,17.672826086956523,8.319565217391304,2281356.43,8.321739130434782,381.6,6.854354502255021,931.0,1066.0,1138.0,1027.0,1009.0,1209.0,1346.0,1504.0,740.0,1405.0,1333.0,1298.0,1133.0,1001.0,798.0,584.0,574.0,769.0,18865.0,230.2
Barcelos,1120302,BARCELOS,4ºT 2021,948.0,2021,4,1033.1,1.0,0.0,2.0,5.0,3.0,48.0,4.0,9.0,7.0,45.0,5.0,11.0,126.0,17.0,4.0,6.0,18.23913043478261,9.534782608695652,2307658.27,10.37391304347826,366.1,6.854354502255021,5663.0,6362.0,7328.0,6801.0,6378.0,6886.0,8466.0,9913.0,4561.0,9329.0,8997.0,7983.0,7036.0,6007.0,4275.0,3108.0,3079.0,4471.0,116643.0,307.8
Braga,1120303,BRAGA,4ºT 2021,1164.0,2021,4,1234.5,2.0,2.0,2.0,4.0,9.0,57.0,7.0,22.0,21.0,53.0,10.0,16.0,159.0,11.0,5.0,7.0,17.07391304347826,8.121739130434783,2307273.41,9.055434782608696,363.6,7.059617628291383,9788.0,10644.0,11341.0,11476.0,11895.0,13256.0,15201.0,15925.0,8686.0,14718.0,14392.0,12913.0,11098.0,9342.0,6467.0,4600.0,4882.0,8650.0,195274.0,1064.7
Esposende,1120306,ESPOSENDE,4ºT 2021,1237.0,2021,4,1064.2,1.0,1.0,1.0,2.0,4.0,12.0,1.0,1.0,8.0,11.0,3.0,4.0,32.0,1.0,1.0,0.0,17.71413043478261,10.628260869565215,2337678.91,13.06086956521739,327.1,7.120444372392488,1811.0,1882.0,2033.0,1971.0,1976.0,2316.0,2853.0,2850.0,1576.0,2620.0,2674.0,2390.0,2095.0,1893.0,1379.0,953.0,952.0,1516.0,35740.0,374.6
Terras de Bouro,1120310,TERRAS DE BOURO,4ºT 2021,769.0,2021,4,994.1,0.0,0.0,1.0,2.0,3.0,4.0,1.0,0.0,7.0,4.0,2.0,3.0,18.0,1.0,0.0,0.0,17.192391304347826,7.989130434782608,2253294.74,7.570652173913044,466.8,6.645090969505644,255.0,337.0,324.0,287.0,265.0,308.0,365.0,435.0,204.0,489.0,511.0,538.0,438.0,465.0,335.0,297.0,326.0,189.0,6368.0,23.0
Vila Verde,1120313,VILA VERDE,4ºT 2021,870.0,2021,4,950.1,1.0,0.0,3.0,5.0,6.0,27.0,2.0,4.0,4.0,21.0,6.0,6.0,68.0,1.0,0.0,0.0,17.828260869565216,8.480434782608697,2281356.43,8.321739130434782,381.6,6.76849321164863,2284.0,2650.0,2757.0,2559.0,2518.0,2997.0,3482.0,3678.0,1983.0,3405.0,3255.0,3069.0,2724.0,2397.0,1993.0,1521.0,1732.0,1941.0,46945.0,205.3
Cabeceiras de Basto,1190304,CABECEIRAS DE BASTO,4ºT 2021,591.0,2021,4,873.4,0.0,0.0,1.0,2.0,0.0,6.0,1.0,0.0,8.0,6.0,2.0,2.0,17.0,1.0,0.0,0.0,16.434782608695652,8.329347826086956,2239113.13,10.484782608695651,479.5,6.3818160174060985,743.0,931.0,895.0,812.0,802.0,893.0,1051.0,1167.0,629.0,1099.0,1219.0,1170.0,1025.0,721.0,657.0,528.0,670.0,518.0,15530.0,64.2
Fafe,1190307,FAFE,4ºT 2021,837.0,2021,4,925.2,0.0,0.0,1.0,1.0,1.0,15.0,2.0,3.0,7.0,11.0,3.0,3.0,49.0,1.0,1.0,1.0,16.338043478260868,7.589130434782609,2248695.78,10.083695652173914,395.2,6.729824070489475,2140.0,2425.0,2754.0,2501.0,2506.0,2878.0,3482.0,3767.0,1817.0,3674.0,3656.0,3650.0,3449.0,2790.0,2118.0,1562.0,1438.0,1759.0,48366.0,220.8
Mondim de Basto,1191705,MONDIM DE BASTO,4ºT 2021,476.0,2021,4,869.5,0.0,0.0,0.0,2.0,1.0,5.0,2.0,0.0,4.0,4.0,2.0,1.0,19.0,1.0,0.0,0.0,17.142391304347825,8.17608695652174,2274863.27,8.735869565217392,396.5,6.16541785423142,268.0,329.0,346.0,307.0,266.0,298.0,355.0,463.0,200.0,498.0,551.0,506.0,524.0,384.0,367.0,295.0,297.0,176.0,6430.0,37.4
Vieira do Minho,1190311,VIEIRA DO MINHO,4ºT 2021,654.0,2021,4,897.1,0.0,0.0,0.0,2.0,2.0,6.0,1.0,1.0,4.0,6.0,4.0,3.0,14.0,3.0,0.0,0.0,15.740217391304348,8.808695652173913,2219169.62,9.282608695652174,558.2,6.483107351457199,462.0,536.0,634.0,563.0,509.0,607.0,696.0,823.0,369.0,860.0,943.0,1063.0,935.0,819.0,704.0,517.0,621.0,337.0,11998.0,55.4
Vizela,1190314,VIZELA,4ºT 2021,1003.0,2021,4,978.2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,2.0,21.0,3.0,1.0,0.0,16.86304347826087,8.678260869565218,2305918.2,10.654347826086957,376.4,6.910750787961936,1086.0,1257.0,1517.0,1482.0,1529.0,1598.0,1735.0,1971.0,941.0,1987.0,1904.0,1703.0,1471.0,1114.0,739.0,530.0,433.0,1089.0,24086.0,975.1
Arouca,11A0104,AROUCA,4ºT 2021,849.0,2021,4,1022.5,2.0,1.0,2.0,6.0,1.0,9.0,5.0,2.0,5.0,10.0,3.0,9.0,58.0,3.0,6.0,0.0,16.715217391304346,9.460869565217392,2391038.63,10.289130434782608,407.0,6.744059186311348,1059.0,1091.0,1155.0,1058.0,992.0,1255.0,1409.0,1591.0,891.0,1550.0,1622.0,1549.0,1420.0,1257.0,943.0,697.0,776.0,725.0,21040.0,63.9
Espinho,11A0107,ESPINHO,4ºT 2021,1429.0,2021,4,1095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.679347826086957,10.716304347826089,2408912.41,12.81304347826087,310.6,7.264730177929867,1269.0,1443.0,1639.0,1546.0,1394.0,1712.0,1936.0,2145.0,1108.0,2309.0,2501.0,2461.0,2456.0,2168.0,1726.0,1316.0,1267.0,1044.0,31440.0,1492.9
Maia,11A1306,MAIA,4ºT 2021,1413.0,2021,4,1366.6,5.0,1.0,2.0,12.0,6.0,68.0,7.0,22.0,14.0,68.0,15.0,25.0,165.0,55.0,10.0,11.0,17.20978260869565,10.50108695652174,2351422.83,13.891304347826088,351.3,7.253470382684528,7183.0,7500.0,7603.0,7086.0,7601.0,9099.0,10673.0,11972.0,6053.0,11028.0,10129.0,8970.0,7809.0,7182.0,5260.0,3510.0,3221.0,5716.0,137595.0,1658.8
Matosinhos,11A1308,MATOSINHOS,4ºT 2021,1870.0,2021,4,1423.7,3.0,4.0,3.0,8.0,9.0,54.0,7.0,22.0,20.0,61.0,13.0,19.0,127.0,44.0,12.0,23.0,17.695652173913043,11.014130434782608,2380196.63,13.804347826086955,336.9,7.533693709848633,8132.0,8223.0,8935.0,8970.0,9797.0,10959.0,12505.0,13715.0,7054.0,12922.0,13092.0,12841.0,11764.0,10749.0,7861.0,5245.0,4935.0,6945.0,174644.0,2797.9
Porto,11A1312,PORTO,4ºT 2021,2278.0,2021,4,1555.4,8.0,11.0,11.0,8.0,20.0,72.0,20.0,39.0,72.0,119.0,36.0,30.0,213.0,53.0,24.0,43.0,17.247826086956522,10.566304347826089,2380196.63,13.804347826086955,336.9,7.731053144007127,9561.0,10504.0,12833.0,14785.0,15569.0,14757.0,15174.0,15948.0,8886.0,15054.0,16384.0,15989.0,15387.0,14927.0,11827.0,9073.0,10075.0,9270.0,236003.0,5697.8
Santa Maria da Feira,11A0109,SANTA MARIA DA FEIRA,4ºT 2021,944.0,2021,4,1155.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.922826086956523,10.045652173913044,2432631.73,12.56195652173913,367.8,6.8501261661455,6433.0,7049.0,7616.0,7331.0,7421.0,8200.0,9954.0,10990.0,5580.0,10800.0,11008.0,10315.0,8695.0,7369.0,5579.0,4006.0,3654.0,5368.0,137368.0,636.3
Santo Tirso,11A1314,SANTO TIRSO,4ºT 2021,951.0,2021,4,1102.1,1.0,0.0,2.0,7.0,4.0,20.0,1.0,8.0,6.0,29.0,9.0,10.0,95.0,10.0,3.0,0.0,18.042391304347827,10.008695652173913,2326458.33,11.873913043478264,333.4,6.85751406254539,2715.0,3118.0,3677.0,3490.0,3477.0,3860.0,4677.0,5085.0,2357.0,5272.0,5534.0,5127.0,4953.0,4364.0,3129.0,2304.0,2173.0,2351.0,67663.0,495.5
Trofa,11A1318,TROFA,4ºT 2021,1033.0,2021,4,1211.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.289130434782606,10.258695652173913,2326458.33,11.873913043478264,333.4,6.940222469119639,1769.0,1973.0,2253.0,2281.0,2404.0,2549.0,2814.0,3062.0,1568.0,3055.0,3081.0,2675.0,2440.0,2080.0,1455.0,1062.0,858.0,1623.0,39002.0,541.7
Vale de Cambra,11A0119,VALE DE CAMBRA,4ºT 2021,851.0,2021,4,1221.8,1.0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,4.0,7.0,2.0,3.0,48.0,2.0,5.0,0.0,17.179347826086957,10.068478260869565,2403580.7,11.046739130434782,428.5,6.746412128573375,859.0,922.0,1016.0,1035.0,1027.0,1182.0,1398.0,1571.0,731.0,1588.0,1549.0,1614.0,1633.0,1483.0,1175.0,887.0,904.0,715.0,21289.0,144.5
Valongo,11A1315,VALONGO,4ºT 2021,1227.0,2021,4,1157.6,3.0,2.0,1.0,5.0,4.0,38.0,2.0,4.0,6.0,26.0,11.0,8.0,101.0,18.0,7.0,1.0,17.56086956521739,9.541304347826088,2352576.87,12.119565217391305,385.5,7.112327444710911,4841.0,5168.0,5360.0,5335.0,5831.0,6506.0,7451.0,8199.0,4098.0,7245.0,6952.0,6475.0,5722.0,5049.0,3664.0,2506.0,2060.0,4187.0,96649.0,1286.6
Vila do Conde,11A1316,VILA DO CONDE,4ºT 2021,1406.0,2021,4,1215.5,1.0,0.0,1.0,6.0,6.0,21.0,5.0,9.0,13.0,30.0,11.0,8.0,84.0,18.0,8.0,5.0,17.820652173913043,10.615217391304348,2361073.33,13.23695652173913,311.5,7.24850407237061,4250.0,4440.0,4346.0,4252.0,4448.0,5433.0,6328.0,6803.0,3581.0,6185.0,6194.0,5448.0,4943.0,4337.0,3285.0,2207.0,2094.0,3507.0,82081.0,550.8
Vila Nova de Gaia,11A1317,VILA NOVA DE GAIA,4ºT 2021,1369.0,2021,4,1241.3,6.0,4.0,6.0,10.0,9.0,73.0,17.0,25.0,49.0,80.0,24.0,20.0,207.0,38.0,16.0,15.0,17.067391304347826,10.261956521739132,2399866.16,13.370652173913042,314.9,7.221835825288449,14558.0,15443.0,16623.0,16041.0,17134.0,18851.0,22349.0,24887.0,12613.0,23438.0,23447.0,21553.0,19493.0,17572.0,12606.0,8672.0,8205.0,12421.0,305906.0,1815.9
Boticas,11B1702,BOTICAS,4ºT 2021,487.1111111111111,2021,4,912.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.252173913043478,7.0,2223141.41,7.4543478260869565,179.4,6.188492251291632,157.0,203.0,167.0,144.0,190.0,240.0,284.0,301.0,135.0,316.0,369.0,444.0,465.0,393.0,384.0,282.0,325.0,135.0,4934.0,15.3
Chaves,11B1703,CHAVES,4ºT 2021,796.0,2021,4,1027.9,1.0,1.0,2.0,4.0,3.0,13.0,2.0,1.0,9.0,17.0,7.0,6.0,35.0,3.0,0.0,1.0,16.152173913043477,7.899999999999999,2223141.41,7.4543478260869565,179.4,6.679599185844383,1406.0,1664.0,1634.0,1412.0,1537.0,1816.0,2228.0,2511.0,1215.0,2619.0,2876.0,3146.0,3141.0,2864.0,2384.0,1827.0,2022.0,1124.0,37426.0,63.3
Montalegre,11B1706,MONTALEGRE,4ºT 2021,431.0,2021,4,959.3,0.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,7.0,8.0,4.0,4.0,13.0,2.0,1.0,0.0,11.934782608695652,4.96304347826087,2148020.4,10.83695652173913,455.6,6.066108090103747,230.0,323.0,345.0,309.0,341.0,403.0,438.0,528.0,226.0,535.0,747.0,870.0,863.0,795.0,744.0,589.0,685.0,233.0,9204.0,11.4
Ribeira de Pena,11B1709,RIBEIRA DE PENA,4ºT 2021,462.0,2021,4,1158.3,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,4.0,2.0,9.0,0.0,0.0,0.0,15.56304347826087,6.753260869565217,2252867.6,8.578260869565218,426.6,6.135564891081739,247.0,247.0,256.0,244.0,253.0,271.0,325.0,385.0,198.0,388.0,449.0,564.0,501.0,393.0,377.0,276.0,319.0,166.0,5859.0,26.9
Vila Pouca de Aguiar,11B1713,VILA POUCA DE AGUIAR,4ºT 2021,595.0,2021,4,924.6,0.0,0.0,1.0,2.0,0.0,8.0,1.0,0.0,2.0,4.0,3.0,3.0,11.0,1.0,1.0,0.0,13.530434782608696,5.693478260869565,2293666.84,9.910869565217393,257.90000000000003,6.38856140554563,398.0,460.0,549.0,455.0,454.0,476.0,679.0,702.0,311.0,784.0,993.0,1097.0,1078.0,986.0,846.0,605.0,615.0,305.0,11793.0,27.0
Amarante,11C1301,AMARANTE,4ºT 2021,767.0,2021,4,1001.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.590217391304346,9.441304347826089,2316298.67,10.28695652173913,387.3,6.642486801367256,2429.0,2810.0,3139.0,2689.0,2529.0,2883.0,3570.0,3984.0,1940.0,4105.0,4270.0,4100.0,3580.0,2905.0,2118.0,1662.0,1551.0,1797.0,52061.0,172.8
Castelo de Paiva,11C0106,CASTELO DE PAIVA,4ºT 2021,802.0,2021,4,927.3,0.0,0.0,1.0,2.0,2.0,12.0,1.0,0.0,2.0,6.0,2.0,4.0,26.0,0.0,3.0,0.0,18.392391304347825,9.804347826086955,2384935.41,9.720652173913043,317.2,6.687108607866515,743.0,898.0,975.0,848.0,779.0,820.0,1005.0,1269.0,552.0,1352.0,1242.0,1189.0,954.0,820.0,587.0,440.0,475.0,502.0,15450.0,134.3
Celorico de Basto,11C0305,CELORICO DE BASTO,4ºT 2021,615.0,2021,4,881.4,0.0,0.0,1.0,2.0,1.0,16.0,4.0,1.0,5.0,9.0,2.0,2.0,30.0,3.0,0.0,0.0,16.920652173913044,8.183695652173913,2264829.13,9.667391304347824,378.2,6.421622267806518,843.0,917.0,1028.0,877.0,843.0,1011.0,1167.0,1302.0,660.0,1315.0,1390.0,1404.0,1192.0,920.0,754.0,661.0,761.0,587.0,17632.0,97.4
Felgueiras,11C1303,FELGUEIRAS,4ºT 2021,833.0,2021,4,955.6,0.0,0.0,1.0,2.0,1.0,16.0,3.0,2.0,1.0,13.0,3.0,4.0,62.0,2.0,1.0,1.0,16.17608695652174,7.440217391304348,2264829.13,9.667391304347824,378.2,6.725033642166843,2582.0,3036.0,3622.0,3429.0,3381.0,3547.0,3827.0,4343.0,2246.0,4547.0,4554.0,4040.0,3254.0,2589.0,1801.0,1406.0,1212.0,2238.0,55654.0,480.9
Lousada,11C1305,LOUSADA,4ºT 2021,806.0,2021,4,927.7,0.0,0.0,1.0,2.0,2.0,11.0,1.0,0.0,1.0,7.0,1.0,1.0,52.0,5.0,0.0,0.0,16.39021739130435,8.241304347826087,2316298.67,10.28695652173913,387.3,6.692083742506628,2552.0,2799.0,3182.0,3103.0,2892.0,3212.0,3508.0,4054.0,1968.0,3768.0,3722.0,3228.0,2489.0,1915.0,1344.0,952.0,816.0,2125.0,47629.0,495.7
Marco de Canaveses,11C1307,MARCO DE CANAVESES,4ºT 2021,778.0,2021,4,959.9,2.0,0.0,3.0,5.0,6.0,23.0,2.0,3.0,3.0,13.0,7.0,3.0,109.0,13.0,2.0,1.0,16.952173913043477,8.439130434782609,2365097.11,9.072826086956525,330.5,6.656726524178391,2623.0,2959.0,3321.0,2899.0,2641.0,2901.0,3400.0,4216.0,1939.0,4139.0,3970.0,3514.0,2840.0,2317.0,1625.0,1225.0,1195.0,1825.0,49549.0,245.4
Armamar,11D1801,ARMAMAR,4ºT 2021,270.0,2021,4,970.9,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,14.786956521739132,6.515217391304348,2315229.66,7.145652173913043,185.0,5.598421958998375,218.0,265.0,282.0,261.0,239.0,257.0,310.0,379.0,181.0,420.0,528.0,485.0,383.0,387.0,356.0,281.0,333.0,162.0,5727.0,48.8
Lamego,11D1805,LAMEGO,4ºT 2021,670.0,2021,4,984.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.231521739130434,6.9728260869565215,2315229.66,7.145652173913043,185.0,6.507277712385012,978.0,1199.0,1309.0,1031.0,1044.0,1204.0,1573.0,1811.0,828.0,1922.0,2125.0,2083.0,1808.0,1441.0,1201.0,927.0,1028.0,719.0,24231.0,146.5
Moimenta da Beira,11D1807,MOIMENTA DA BEIRA,4ºT 2021,478.0,2021,4,920.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.166304347826086,6.4195652173913045,2388258.51,12.52608695652174,153.70000000000002,6.169610732491456,414.0,455.0,504.0,423.0,405.0,484.0,560.0,614.0,341.0,600.0,720.0,839.0,701.0,636.0,571.0,455.0,451.0,325.0,9498.0,43.2
Sabrosa,11D1710,SABROSA,4ºT 2021,479.0,2021,4,1037.6,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,3.0,2.0,2.0,21.0,3.0,1.0,0.0,14.493478260869566,6.726086956521739,2352678.72,8.278260869565218,218.9,6.171700597410915,209.0,267.0,252.0,245.0,245.0,278.0,326.0,376.0,148.0,345.0,425.0,451.0,490.0,430.0,369.0,287.0,271.0,155.0,5569.0,35.5
Sernancelhe,11D1818,SERNANCELHE,4ºT 2021,241.0,2021,4,906.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.88804347826087,6.735869565217392,2369388.02,13.411956521739132,217.9,5.484796933490655,184.0,238.0,289.0,263.0,246.0,259.0,333.0,350.0,166.0,370.0,473.0,543.0,443.0,407.0,348.0,299.0,324.0,164.0,5699.0,24.9
Tarouca,11D1820,TAROUCA,4ºT 2021,531.0,2021,4,908.2,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,5.0,1.0,2.0,9.0,0.0,0.0,0.0,15.167391304347827,7.4173913043478255,2316438.55,9.628260869565215,186.9,6.274762021241939,329.0,386.0,428.0,317.0,341.0,406.0,450.0,567.0,303.0,571.0,616.0,579.0,491.0,467.0,373.0,255.0,245.0,257.0,7381.0,73.8
Torre de Moncorvo,11D0409,TORRE DE MONCORVO,4ºT 2021,321.0,2021,4,933.5,2.0,0.0,2.0,4.0,0.0,13.0,2.0,0.0,9.0,8.0,6.0,4.0,14.0,3.0,4.0,1.0,16.495652173913044,5.844565217391305,2407558.01,6.103260869565218,129.2,5.771441123130016,204.0,205.0,252.0,244.0,259.0,292.0,338.0,353.0,153.0,425.0,484.0,600.0,639.0,614.0,548.0,455.0,521.0,196.0,6782.0,12.8
Vila Real,11D1714,VILA REAL,4ºT 2021,1053.0,2021,4,1140.5,4.0,6.0,21.0,33.0,17.0,91.0,25.0,11.0,66.0,103.0,47.0,51.0,302.0,35.0,19.0,4.0,15.346739130434784,7.570652173913044,2352678.72,8.278260869565218,218.9,6.959398512133975,2275.0,2516.0,2612.0,2337.0,2323.0,2903.0,3585.0,3928.0,1971.0,3946.0,3941.0,3667.0,3297.0,2831.0,2305.0,1635.0,1751.0,1776.0,49599.0,130.9
