municipality,house_price,total_sunshine_h,mean_sunshine_h,windspeed_mean_kmh,total_precipitation_mm,mean_precipitation_mm,windy_days,rainy_days,sunny_days,warm_days,year,quarter_num,quarter_ord,avg_income,people/km2,cinema,college,courthouse,fire_station,hospital,kindergarten,library,mall,museum,pharmacy,police,post_office,school,station,theatre,university,log_price_sqm,< 5,5 - 19,20 - 34,35 - 54,55 - 64,> 65,urban_cluster
Tábua,565.0,705.425625,7.838062499999999,9.737777777777778,159.1,1.7677777777777777,0,36,57,0,2022,1,10,1078.0,57.1,0.0,0.0,3.0,3.0,1.0,12.0,4.0,1.0,2.0,5.0,3.0,5.0,16.0,5.0,0.0,0.0,6.336825731146441,394.0,1407.0,1661.0,2843.0,1661.0,3444.0,3
Vila Nova de Poiares,597.0,700.501725,7.783352499999999,9.348888888888888,189.3,2.103333333333333,0,36,56,0,2022,1,10,1098.4,83.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,6.391917113392602,217.0,909.0,1073.0,1985.0,1037.0,1834.0,3
Alvaiázere,467.0,722.0556305555556,8.022840339506173,13.174444444444443,129.9,1.4433333333333334,0,33,59,0,2022,1,10,1052.2,39.2,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,3.0,9.0,0.0,0.0,0.0,6.1463292576688975,158.0,642.0,790.0,1347.0,1016.0,2337.0,3
Ansião,474.0,719.9294277777777,7.99921586419753,12.795555555555554,135.9,1.51,0,38,57,0,2022,1,10,1088.6,66.5,1.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,3.0,3.0,1.0,3.0,17.0,0.0,0.0,0.0,6.161207321695077,360.0,1340.0,1559.0,2857.0,1795.0,3794.0,3
Batalha,824.0,718.89325,7.987702777777778,12.858888888888888,155.3,1.7255555555555555,0,40,59,0,2022,1,10,1214.5,156.0,2.0,1.0,1.0,5.0,2.0,10.0,4.0,2.0,9.0,8.0,3.0,5.0,32.0,1.0,2.0,0.0,6.714170529909472,672.0,2400.0,2580.0,4499.0,2243.0,3739.0,3
Figueiró dos Vinhos,524.0,705.2861861111111,7.8365131790123455,13.002222222222224,162.6,1.8066666666666664,0,33,58,0,2022,1,10,1004.9,30.1,0.0,0.0,1.0,2.0,2.0,7.0,1.0,0.0,2.0,7.0,2.0,2.0,9.0,1.0,1.0,0.0,6.261491684321042,140.0,529.0,631.0,1188.0,875.0,1850.0,3
Marinha Grande,864.0,724.8825277777778,8.054250308641976,12.46111111111111,136.9,1.521111111111111,0,38,60,0,2022,1,10,1452.7,214.4,2.0,0.0,1.0,2.0,0.0,21.0,2.0,3.0,5.0,12.0,5.0,2.0,43.0,3.0,3.0,2.0,6.761572768804055,1596.0,5667.0,6342.0,11569.0,5487.0,9479.0,0
Pedrógão Grande,422.0,715.7430805555556,7.952700895061729,12.19888888888889,160.5,1.7833333333333334,0,35,64,0,2022,1,10,985.7,27.4,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,7.0,1.0,1.0,0.0,6.045005314036012,82.0,355.0,464.0,809.0,573.0,1242.0,3
Pombal,834.0,710.7060333333334,7.896733703703704,12.445555555555554,144.3,1.6033333333333335,0,37,54,0,2022,1,10,1148.9,82.0,1.0,0.0,1.0,7.0,1.0,33.0,1.0,4.0,6.0,21.0,6.0,6.0,91.0,11.0,1.0,0.0,6.726233402358747,1835.0,6549.0,7348.0,13067.0,7457.0,15097.0,0
Carregal do Sal,472.0,713.9104861111111,7.932338734567901,12.116666666666667,168.7,1.8744444444444444,0,37,60,0,2022,1,10,1152.4,77.7,0.0,0.0,1.0,4.0,0.0,8.0,1.0,1.0,3.0,5.0,1.0,1.0,10.0,5.0,1.0,0.0,6.156978985585555,309.0,1137.0,1220.0,2165.0,1315.0,2932.0,3
Castro Daire,433.0,701.3160194444445,7.792400216049383,10.657777777777778,174.6,1.94,0,32,61,0,2022,1,10,980.5,35.9,0.0,0.0,1.0,4.0,0.0,7.0,0.0,1.0,4.0,8.0,2.0,1.0,28.0,1.0,1.0,0.0,6.07073772800249,352.0,1569.0,1785.0,3245.0,2158.0,4513.0,3
Mangualde,532.0,698.5988416666667,7.762209351851852,12.223333333333333,137.3,1.5255555555555558,0,33,61,0,2022,1,10,1264.3,83.6,0.0,0.0,1.0,2.0,0.0,9.0,1.0,3.0,0.0,2.0,3.0,1.0,21.0,5.0,1.0,0.0,6.2766434893416445,613.0,2312.0,2577.0,4630.0,2694.0,5504.0,3
Nelas,503.0,716.8686194444444,7.96520688271605,12.122222222222222,163.8,1.82,0,32,62,0,2022,1,10,1217.2,104.6,0.0,0.0,1.0,2.0,0.0,15.0,1.0,0.0,2.0,2.0,4.0,3.0,17.0,5.0,1.0,0.0,6.220590170099739,410.0,1741.0,1748.0,3327.0,1828.0,4101.0,3
Oliveira de Frades,585.0,696.1481388888889,7.734979320987654,7.694444444444445,151.3,1.6811111111111112,0,36,61,0,2022,1,10,1261.6,66.2,0.0,0.0,1.0,3.0,1.0,14.0,2.0,0.0,4.0,8.0,2.0,3.0,19.0,1.0,1.0,0.0,6.371611847231857,380.0,1282.0,1554.0,2619.0,1359.0,2429.0,3
Penalva do Castelo,575.0,707.7284277777778,7.863649197530865,13.09888888888889,125.4,1.393333333333333,0,36,63,0,2022,1,10,1007.9,54.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,6.354370040797351,183.0,877.0,885.0,1743.0,1014.0,2578.0,3
Santa Comba Dão,480.0,714.7412083333334,7.941568981481482,11.554444444444446,148.9,1.6544444444444446,0,34,59,0,2022,1,10,1053.4,96.5,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,1.0,5.0,3.0,0.0,0.0,6.173786103901937,363.0,1312.0,1432.0,2644.0,1515.0,3538.0,3
São Pedro do Sul,803.0,947.1919972222222,10.524355524691355,11.85,430.0,4.777777777777778,0,51,79,12,2022,1,10,949.5,43.2,1.0,0.0,4.0,7.0,1.0,12.0,6.0,1.0,4.0,16.0,3.0,5.0,38.0,4.0,2.0,1.0,6.688354713946762,411.0,1755.0,2067.0,3533.0,2259.0,5041.0,3
Sátão,453.0,704.6005888888889,7.828895432098765,13.114444444444445,160.7,1.7855555555555551,0,38,63,0,2022,1,10,940.2,54.6,0.0,0.0,1.0,2.0,1.0,8.0,1.0,0.0,2.0,3.0,4.0,2.0,12.0,0.0,2.0,0.0,6.115892125483034,345.0,1332.0,1584.0,2707.0,1610.0,3458.0,3
Tondela,692.0,700.0996138888889,7.778884598765432,12.091111111111111,160.9,1.787777777777778,0,35,58,0,2022,1,10,1221.7,69.1,0.0,0.0,1.0,4.0,2.0,24.0,1.0,4.0,6.0,10.0,4.0,5.0,29.0,1.0,3.0,0.0,6.539585955617669,772.0,2925.0,3573.0,6215.0,3851.0,8316.0,3
Vila Nova de Paiva,446.0,698.6559861111111,7.762844290123457,13.13,162.1,1.801111111111111,0,37,61,0,2022,1,10,953.2,26.7,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0,9.0,0.0,4.0,0.0,6.100318952020064,120.0,539.0,685.0,1084.0,716.0,1546.0,3
Viseu,1065.0,709.6846888888889,7.885385432098766,11.367777777777778,134.9,1.498888888888889,0,36,65,0,2022,1,10,1172.1,197.9,2.0,2.0,3.0,8.0,6.0,55.0,6.0,12.0,12.0,32.0,6.0,8.0,114.0,7.0,5.0,10.0,6.970730078143525,3981.0,14210.0,15521.0,28834.0,13484.0,24336.0,0
Vouzela,490.0,702.5000722222222,7.805556358024692,8.49,206.3,2.292222222222222,0,39,58,0,2022,1,10,1027.3,49.8,0.0,0.0,1.0,3.0,3.0,12.0,3.0,0.0,3.0,6.0,3.0,4.0,14.0,2.0,3.0,0.0,6.194405391104672,318.0,1080.0,1410.0,2393.0,1413.0,3038.0,3
Oleiros,356.0,664.3141333333333,7.3812681481481475,11.78888888888889,325.5,3.616666666666666,0,50,55,0,2022,1,10,1069.0,10.4,0.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,6.0,0.0,2.0,0.0,5.87493073085203,100.0,317.0,494.0,950.0,772.0,2244.0,3
Penamacor,261.0,708.35205,7.870578333333333,11.177777777777775,125.8,1.3977777777777778,0,30,59,0,2022,1,10,973.5,8.4,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,8.0,0.0,0.0,0.0,5.564520407322694,101.0,346.0,525.0,939.0,742.0,2095.0,3
Proença-a-Nova,476.0,708.5418583333334,7.872687314814815,13.86111111111111,155.2,1.7244444444444442,0,31,62,0,2022,1,10,1106.3,18.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,3.0,1.0,1.0,0.0,6.0,0.0,1.0,0.0,6.16541785423142,165.0,683.0,858.0,1512.0,1164.0,2721.0,3
Vila Velha de Ródão,224.0,716.8646,7.965162222222222,9.905555555555557,116.7,1.2966666666666666,0,28,64,0,2022,1,10,1474.7,10.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,4.0,8.0,0.0,0.0,5.41164605185504,111.0,304.0,391.0,711.0,434.0,1516.0,3
Sertã,667.0,729.2384638888889,8.102649598765431,12.813333333333334,151.0,1.6777777777777778,0,33,67,0,2022,1,10,1017.1,33.3,1.0,0.0,3.0,5.0,1.0,6.0,5.0,0.0,5.0,8.0,6.0,4.0,25.0,4.0,4.0,0.0,6.502790045915623,455.0,1772.0,2069.0,3523.0,2327.0,4720.0,3
Almeida,232.0,696.17605,7.735289444444445,10.424444444444443,87.0,0.9666666666666668,0,32,58,0,2022,1,10,1006.4,11.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,5.0,2.0,10.0,3.0,8.0,6.0,1.0,0.0,5.44673737166631,98.0,411.0,636.0,1099.0,936.0,2517.0,3
Belmonte,415.0,647.4250805555556,7.19361200617284,12.885555555555555,110.9,1.2322222222222223,1,34,52,0,2022,1,10,958.4,52.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,5.0,1.0,2.0,0.0,6.0,3.0,0.0,0.0,6.028278520230698,194.0,672.0,796.0,1538.0,971.0,2007.0,3
Covilhã,770.0,680.7846944444444,7.564274382716049,9.14,196.6,2.1844444444444444,0,33,58,0,2022,1,10,1115.6,82.9,1.0,1.0,3.0,4.0,3.0,26.0,4.0,8.0,17.0,26.0,15.0,13.0,64.0,20.0,6.0,2.0,6.646390514847729,1452.0,5344.0,6465.0,11752.0,6936.0,14132.0,0
Figueira de Castelo Rodrigo,177.0,702.5621444444445,7.806246049382716,8.69111111111111,92.7,1.03,0,33,60,0,2022,1,10,971.1,10.0,0.0,0.0,2.0,2.0,0.0,4.0,1.0,1.0,7.0,7.0,5.0,5.0,18.0,1.0,1.0,1.0,5.176149732573829,153.0,567.0,591.0,1089.0,744.0,1921.0,3
Fornos de Algodres,224.0,710.2635138888888,7.891816820987653,11.48,126.5,1.4055555555555554,0,35,63,0,2022,1,10,938.7,33.3,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,3.0,1.0,3.0,6.0,2.0,0.0,0.0,5.41164605185504,123.0,468.0,539.0,974.0,701.0,1568.0,3
Fundão,500.0,705.2343305555555,7.835937006172839,8.641111111111112,124.6,1.3844444444444444,0,29,63,0,2022,1,10,1123.0,38.0,1.0,1.0,1.0,4.0,3.0,24.0,1.0,4.0,12.0,21.0,9.0,15.0,58.0,12.0,3.0,2.0,6.214608098422191,836.0,3037.0,3499.0,6462.0,4060.0,8736.0,0
Gouveia,397.0,852.8743666666667,9.476381851851851,9.584444444444443,428.6,4.762222222222222,0,71,69,38,2022,1,10,1022.1,40.3,2.0,0.0,3.0,7.0,3.0,9.0,4.0,0.0,10.0,11.0,5.0,4.0,28.0,4.0,2.0,1.0,5.983936280687191,306.0,1244.0,1399.0,2565.0,1897.0,4704.0,3
Mêda,255.0,705.3663527777778,7.837403919753087,10.082222222222224,82.9,0.9211111111111112,0,29,60,0,2022,1,10,937.4,16.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,4.0,3.0,0.0,1.0,0.0,5.541263545158426,96.0,456.0,534.0,996.0,723.0,1771.0,3
Seia,454.0,709.8980444444444,7.887756049382715,8.172222222222222,224.5,2.4944444444444445,0,36,60,0,2022,1,10,1031.0,49.2,2.0,0.0,3.0,5.0,3.0,10.0,5.0,0.0,10.0,12.0,8.0,7.0,32.0,13.0,2.0,1.0,6.118097198041348,585.0,2306.0,2596.0,5038.0,3386.0,7529.0,0
Trancoso,302.0,699.8173805555556,7.775748672839507,13.414444444444444,111.4,1.237777777777778,0,34,60,0,2022,1,10,1074.5,22.9,1.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,5.0,5.0,2.0,2.0,11.0,1.0,1.0,0.0,5.71042701737487,236.0,828.0,951.0,1948.0,1276.0,3050.0,3
Alcobaça,1055.0,985.4288305555556,10.949209228395064,11.571111111111112,284.2,3.1577777777777776,0,83,83,13,2022,1,10,1130.1,138.0,3.0,3.0,3.0,8.0,9.0,39.0,7.0,12.0,15.0,28.0,13.0,15.0,104.0,12.0,3.0,5.0,6.961296045910167,2121.0,7316.0,8832.0,15118.0,8242.0,14710.0,0
Arruda dos Vinhos,1329.0,736.1864916666667,8.179849907407409,13.664444444444444,154.5,1.7166666666666666,1,36,64,0,2022,1,10,1192.3,191.3,0.0,0.0,0.0,2.0,2.0,8.0,2.0,1.0,2.0,5.0,2.0,2.0,13.0,1.0,1.0,0.0,7.192182058713246,690.0,2626.0,2296.0,4615.0,1870.0,2813.0,3
Bombarral,750.0,728.8702694444445,8.098558549382716,13.865555555555556,166.3,1.847777777777778,1,38,60,0,2022,1,10,1061.0,148.4,1.0,0.0,1.0,3.0,0.0,8.0,5.0,0.0,3.0,5.0,3.0,3.0,14.0,4.0,2.0,0.0,6.620073206530356,557.0,1812.0,2061.0,3574.0,1864.0,3681.0,3
Cadaval,784.0,713.6686916666666,7.92965212962963,13.282222222222224,147.2,1.6355555555555554,0,36,59,0,2022,1,10,1104.7,80.4,1.0,0.0,1.0,3.0,1.0,5.0,3.0,0.0,2.0,5.0,2.0,2.0,18.0,4.0,3.0,0.0,6.664409020350408,474.0,1855.0,2005.0,3705.0,1904.0,4125.0,3
Lourinhã,1162.0,732.9019888888889,8.143355432098765,15.847777777777775,146.8,1.6311111111111112,3,32,63,0,2022,1,10,1099.0,188.0,0.0,0.0,1.0,1.0,0.0,13.0,3.0,1.0,3.0,11.0,2.0,8.0,30.0,2.0,2.0,0.0,7.057897937411856,1162.0,4012.0,4187.0,7677.0,3698.0,6931.0,3
Nazaré,1593.0,939.3988111111112,10.437764567901231,7.162222222222223,459.4,5.104444444444444,0,89,80,5,2022,1,10,1138.8,186.2,2.0,0.0,2.0,2.0,2.0,7.0,3.0,2.0,5.0,7.0,6.0,2.0,26.0,5.0,2.0,0.0,7.373374309910049,601.0,2056.0,2319.0,4157.0,2188.0,4031.0,3
Óbidos,1483.0,732.5056611111111,8.138951790123457,14.552222222222223,158.5,1.761111111111111,1,36,62,0,2022,1,10,1106.6,90.6,1.0,3.0,1.0,2.0,7.0,20.0,3.0,8.0,12.0,10.0,4.0,3.0,49.0,5.0,1.0,3.0,7.301822342137932,522.0,1667.0,1937.0,3478.0,1848.0,3375.0,0
Peniche,1272.0,734.6053527777777,8.162281697530863,16.682222222222222,145.5,1.6166666666666667,4,34,60,0,2022,1,10,1089.4,350.0,0.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,4.0,5.0,3.0,3.0,22.0,2.0,1.0,2.0,7.148345743900068,1194.0,3867.0,3998.0,7222.0,3745.0,7119.0,3
Sobral de Monte Agraço,1007.0,733.49875,8.149986111111112,14.315555555555555,159.0,1.7666666666666666,1,34,64,0,2022,1,10,1101.1,220.1,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,9.0,6.0,1.0,0.0,6.914730892718563,513.0,1848.0,1857.0,3504.0,1434.0,2312.0,3
Torres Vedras,1329.0,732.4588444444445,8.138431604938273,15.63,164.8,1.8311111111111111,1,38,62,0,2022,1,10,1146.9,211.5,1.0,0.0,1.0,5.0,4.0,36.0,5.0,1.0,7.0,34.0,6.0,12.0,78.0,9.0,4.0,0.0,7.192182058713246,3684.0,12279.0,14147.0,24799.0,11609.0,19584.0,0
Abrantes,515.0,721.7946916666666,8.019941018518518,13.406666666666666,133.3,1.4811111111111113,0,32,63,0,2022,1,10,1204.7,47.4,1.0,0.0,1.0,5.0,2.0,10.0,7.0,0.0,19.0,22.0,10.0,6.0,47.0,12.0,10.0,1.0,6.244166900663736,1015.0,4016.0,4225.0,8512.0,5389.0,10701.0,0
Constância,573.0,603.1849888888889,6.702055432098766,15.585555555555556,92.3,1.0255555555555556,0,36,41,0,2022,1,10,1291.3,48.2,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,9.0,5.0,3.0,1.0,7.0,2.0,3.0,0.0,6.35088571671474,145.0,562.0,536.0,1113.0,553.0,968.0,3
Entroncamento,679.0,723.0596888888889,8.033996543209877,11.074444444444444,125.5,1.3944444444444444,0,34,63,0,2022,1,10,1274.5,1554.7,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,12.0,1.0,0.0,1.0,6.520621127558696,912.0,3323.0,3436.0,6108.0,3086.0,4481.0,3
Ferreira do Zêzere,686.0,733.6252222222222,8.151391358024691,14.444444444444445,151.6,1.6844444444444444,0,30,66,0,2022,1,10,1070.0,41.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,6.530877627725885,252.0,961.0,1095.0,1908.0,1149.0,2532.0,3
Mação,319.0,732.4618611111111,8.13846512345679,13.793333333333337,136.2,1.5133333333333332,0,32,68,0,2022,1,10,995.0,16.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,6.0,3.0,1.0,2.0,5.0,4.0,2.0,0.0,5.765191102784844,140.0,546.0,774.0,1285.0,1002.0,2641.0,3
Sardoal,474.0,737.3529083333333,8.192810092592593,13.807777777777778,140.5,1.5611111111111111,0,32,68,0,2022,1,10,907.0,38.8,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,6.161207321695077,93.0,372.0,513.0,908.0,566.0,1119.0,3
Tomar,756.0,723.6004305555556,8.040004783950618,13.536666666666664,120.9,1.3433333333333335,0,33,59,0,2022,1,10,1113.5,103.8,1.0,0.0,1.0,3.0,3.0,9.0,3.0,2.0,13.0,12.0,5.0,3.0,49.0,12.0,5.0,1.0,6.628041376179533,1144.0,4352.0,5134.0,8778.0,5712.0,11337.0,3
Torres Novas,674.0,702.6024888888888,7.806694320987654,10.625555555555556,130.6,1.451111111111111,0,33,59,0,2022,1,10,1227.9,127.4,1.0,0.0,3.0,4.0,4.0,28.0,4.0,1.0,19.0,14.0,4.0,3.0,47.0,9.0,4.0,2.0,6.513230110912307,1206.0,4616.0,4681.0,9031.0,5029.0,9837.0,0
Vila Nova da Barquinha,740.0,723.0596888888889,8.033996543209877,11.074444444444444,125.5,1.3944444444444444,0,34,63,0,2022,1,10,1014.4,151.4,1.0,0.0,0.0,3.0,2.0,6.0,3.0,0.0,8.0,4.0,3.0,2.0,9.0,4.0,3.0,0.0,6.606650186198215,297.0,1035.0,1144.0,1968.0,1047.0,2010.0,3
Almeirim,731.0,682.2182222222223,7.580202469135803,8.984444444444446,1051.6,11.684444444444445,0,89,50,25,2022,1,10,1120.3,101.7,1.0,3.0,2.0,3.0,3.0,13.0,5.0,2.0,7.0,10.0,6.0,5.0,28.0,2.0,6.0,1.0,6.594413459749778,857.0,3312.0,3296.0,6347.0,3026.0,5752.0,0
Alpiarça,581.0,717.1139166666667,7.967932407407408,11.534444444444444,122.9,1.3655555555555554,0,30,59,0,2022,1,10,1105.4,75.6,0.0,0.0,0.0,2.0,0.0,5.0,3.0,1.0,2.0,5.0,2.0,2.0,13.0,0.0,2.0,0.0,6.364750756851911,256.0,1038.0,1031.0,1863.0,978.0,2047.0,3
Azambuja,980.0,725.297375,8.058859722222222,11.61111111111111,138.0,1.5333333333333334,0,32,62,0,2022,1,10,1134.8,85.1,0.0,0.0,1.0,4.0,2.0,13.0,5.0,3.0,2.0,14.0,8.0,6.0,44.0,5.0,2.0,0.0,6.887552571664617,898.0,3168.0,3555.0,6588.0,2944.0,5210.0,3
Benavente,985.0,695.7731638888889,7.730812932098765,10.362222222222222,74.3,0.8255555555555555,0,33,61,0,2022,1,10,1278.6,60.6,1.0,0.0,0.0,4.0,0.0,14.0,3.0,2.0,4.0,8.0,5.0,2.0,29.0,3.0,2.0,0.0,6.892641641172089,1448.0,5127.0,5328.0,9330.0,4102.0,6260.0,3
Cartaxo,798.0,726.9314138888889,8.077015709876543,11.43777777777778,133.5,1.4833333333333334,0,31,62,0,2022,1,10,1170.3,151.7,0.0,0.0,0.0,2.0,0.0,12.0,3.0,0.0,3.0,12.0,4.0,5.0,30.0,6.0,2.0,0.0,6.682108597449809,946.0,3296.0,3612.0,6800.0,3307.0,6036.0,3
Chamusca,408.0,735.9065722222223,8.176739691358025,12.991111111111111,124.8,1.3866666666666667,0,34,64,0,2022,1,10,1076.6,11.5,0.0,1.0,2.0,2.0,3.0,12.0,7.0,0.0,13.0,22.0,11.0,5.0,46.0,12.0,7.0,2.0,6.0112671744041615,274.0,997.0,1099.0,2188.0,1311.0,2691.0,0
Coruche,775.0,734.1956805555556,8.157729783950618,11.46888888888889,115.8,1.2866666666666666,0,31,60,0,2022,1,10,1111.6,15.6,0.0,0.0,1.0,3.0,0.0,20.0,1.0,0.0,9.0,8.0,8.0,5.0,33.0,1.0,0.0,1.0,6.652863029353347,584.0,2081.0,2151.0,4154.0,2652.0,5751.0,3
Rio Maior,742.0,715.8499277777778,7.953888086419753,14.147777777777778,130.8,1.4533333333333334,0,34,60,0,2022,1,10,1184.4,80.5,2.0,0.0,1.0,2.0,2.0,11.0,2.0,3.0,5.0,11.0,2.0,3.0,49.0,1.0,2.0,1.0,6.60934924316738,978.0,3066.0,3637.0,6085.0,2977.0,5210.0,3
Salvaterra de Magos,1029.0,735.4058805555555,8.171176450617283,11.314444444444444,152.6,1.6955555555555557,0,33,63,0,2022,1,10,1096.6,93.7,1.0,0.0,0.0,2.0,0.0,9.0,2.0,0.0,4.0,4.0,3.0,2.0,17.0,2.0,0.0,0.0,6.9363427358340495,885.0,3132.0,3466.0,6145.0,3189.0,6046.0,3
Santarém,795.0,714.5239972222222,7.939155524691357,10.551111111111112,122.5,1.3611111111111112,0,30,60,0,2022,1,10,1227.7,109.2,1.0,14.0,3.0,9.0,3.0,36.0,8.0,2.0,12.0,21.0,10.0,6.0,81.0,5.0,9.0,1.0,6.678342114654332,2349.0,8533.0,8952.0,16359.0,8363.0,15779.0,0
Amadora,1884.0,740.8353,8.231503333333333,12.787777777777778,118.2,1.3133333333333337,0,32,63,0,2022,1,10,1611.9,7363.6,1.0,3.0,1.0,5.0,7.0,45.0,8.0,10.0,3.0,69.0,17.0,12.0,108.0,9.0,10.0,2.0,7.541152455136308,8995.0,25180.0,31715.0,48288.0,21333.0,39596.0,2
Cascais,3184.0,744.068975,8.267433055555555,13.825555555555557,114.1,1.2677777777777777,1,34,65,0,2022,1,10,1346.7,2230.2,2.0,3.0,3.0,6.0,7.0,61.0,6.0,29.0,17.0,58.0,19.0,15.0,171.0,11.0,6.0,5.0,8.065893546964274,8828.0,34729.0,32540.0,61519.0,29414.0,50196.0,2
Lisboa,3642.0,750.3381638888889,8.337090709876543,12.494444444444444,116.9,1.298888888888889,0,33,65,0,2022,1,10,1856.3,5572.4,14.0,16.0,15.0,25.0,39.0,189.0,88.0,55.0,109.0,351.0,74.0,69.0,431.0,103.0,77.0,53.0,8.200288260287554,26257.0,74892.0,105537.0,154569.0,66779.0,129485.0,4
Loures,1991.0,750.4180222222222,8.337978024691358,13.444444444444445,139.20000000000002,1.5466666666666669,1,32,64,0,2022,1,10,1353.5,1222.3,2.0,1.0,1.0,15.0,6.0,121.0,12.0,23.0,11.0,87.0,18.0,25.0,190.0,12.0,14.0,3.0,7.596392304064196,10440.0,31031.0,34571.0,57267.0,25175.0,45935.0,2
Mafra,1796.0,732.2815888888889,8.136462098765433,15.95111111111111,149.5,1.6611111111111112,2,38,59,0,2022,1,10,1163.4,306.4,1.0,0.0,1.0,3.0,1.0,28.0,4.0,4.0,9.0,23.0,7.0,6.0,64.0,13.0,4.0,1.0,7.493317248862145,4147.0,15698.0,13733.0,28624.0,11005.0,16142.0,0
Oeiras,2721.0,744.068975,8.267433055555555,13.825555555555557,114.1,1.2677777777777777,1,34,65,0,2022,1,10,2019.9,3789.2,2.0,0.0,3.0,6.0,8.0,66.0,5.0,12.0,11.0,58.0,18.0,15.0,123.0,11.0,16.0,10.0,7.908754738783246,7491.0,26474.0,26805.0,49425.0,21223.0,42432.0,2
Sintra,1612.0,732.1848222222222,8.135386913580247,14.772222222222222,143.5,1.5944444444444446,1,36,59,0,2022,1,10,1354.7,1223.8,4.0,2.0,2.0,11.0,11.0,118.0,11.0,23.0,22.0,87.0,22.0,21.0,225.0,20.0,17.0,7.0,7.385230923066573,19526.0,60696.0,71925.0,113989.0,52095.0,72435.0,2
Vila Franca de Xira,1560.0,742.3277194444445,8.248085771604938,11.957777777777778,136.0,1.511111111111111,0,32,64,0,2022,1,10,1388.4,435.2,0.0,0.0,1.0,11.0,6.0,50.0,7.0,11.0,10.0,39.0,11.0,12.0,100.0,11.0,3.0,1.0,7.352441100243583,6588.0,22255.0,22613.0,42507.0,17775.0,26726.0,0
Alcochete,1979.0,742.7483416666666,8.252759351851852,11.755555555555556,158.8,1.7644444444444445,0,31,62,0,2022,1,10,2071.7,154.4,1.0,0.0,1.0,2.0,2.0,21.0,4.0,9.0,7.0,17.0,5.0,4.0,34.0,7.0,3.0,0.0,7.590346945602565,824.0,3574.0,2969.0,6385.0,2490.0,3581.0,0
Almada,1946.0,750.3381638888889,8.337090709876543,12.494444444444444,116.9,1.298888888888889,0,33,65,0,2022,1,10,1260.3,2562.1,3.0,3.0,1.0,6.0,4.0,82.0,10.0,31.0,21.0,60.0,14.0,12.0,111.0,28.0,10.0,10.0,7.57353126274595,8008.0,25944.0,29325.0,49286.0,23361.0,43447.0,2
Barreiro,1287.0,752.8407722222222,8.364897469135801,11.482222222222225,120.1,1.3344444444444443,0,32,66,0,2022,1,10,1239.1,2171.1,2.0,0.0,1.0,2.0,1.0,35.0,5.0,11.0,3.0,37.0,10.0,8.0,75.0,9.0,5.0,1.0,7.160069207596127,3417.0,11264.0,12533.0,21762.0,9678.0,20352.0,0
Seixal,1569.0,752.8407722222222,8.364897469135801,11.482222222222225,120.1,1.3344444444444443,0,32,66,0,2022,1,10,1418.9,1783.2,1.0,0.0,2.0,6.0,3.0,75.0,6.0,16.0,6.0,41.0,12.0,13.0,108.0,11.0,8.0,3.0,7.358193752733032,8124.0,26089.0,28307.0,48655.0,21270.0,37758.0,2
Sesimbra,1701.0,763.5754361111111,8.484171512345679,17.28111111111111,125.1,1.39,2,27,71,0,2022,1,10,1100.6,279.0,1.0,0.0,0.0,2.0,2.0,25.0,5.0,5.0,5.0,8.0,9.0,5.0,39.0,1.0,3.0,0.0,7.438971592395862,2480.0,8735.0,8613.0,16498.0,7006.0,11280.0,3
